dni_persona,rango
29259596,Rango 2
69429238,Rango 3
78087732,Rango 4
45797893,Rango 0
23544948,Rango 1
27742800,Rango 2
76685097,Rango 3
40593473,Rango 4
10391098,Rango 0
22423203,Rango 1
41977689,Rango 2
46547133,Rango 3
99048505,Rango 4
48591452,Rango 0
33425963,Rango 1
34045075,Rango 2
78392302,Rango 3
77452442,Rango 4
73375852,Rango 0
47073523,Rango 1
75774336,Rango 2
58167570,Rango 3
18632582,Rango 4
77794116,Rango 0
35458544,Rango 1
79658351,Rango 2
10991799,Rango 3
70288438,Rango 4
68014477,Rango 0
91576906,Rango 1
40894497,Rango 2
66680300,Rango 3
19741563,Rango 4
45765414,Rango 0
90027702,Rango 1
40362843,Rango 2
39442536,Rango 3
61220475,Rango 4
51760707,Rango 0
72994339,Rango 1
43635476,Rango 2
75594040,Rango 3
89352288,Rango 4
44302783,Rango 0
54172964,Rango 1
55112439,Rango 2
92244747,Rango 3
18892712,Rango 4
96960811,Rango 0
23134168,Rango 1
10069598,Rango 2
19704863,Rango 3
76654321,Rango 4
40370204,Rango 0
74712870,Rango 1
81598422,Rango 2
40017035,Rango 3
52678334,Rango 4
98394296,Rango 0
58495780,Rango 1
68979310,Rango 2
27703250,Rango 3
49984460,Rango 4
34208990,Rango 0
98946503,Rango 1
82790132,Rango 2
94374297,Rango 3
26941279,Rango 4
42808449,Rango 0
12354738,Rango 1
83806352,Rango 2
99562492,Rango 3
56295071,Rango 4
20280832,Rango 0
46933819,Rango 1
64945293,Rango 2
96573913,Rango 3
89518210,Rango 4
48585511,Rango 0
72593808,Rango 1
86013054,Rango 2
28258934,Rango 3
40071501,Rango 4
69266167,Rango 0
37857081,Rango 1
83006546,Rango 2
51219429,Rango 3
36558785,Rango 4
33878916,Rango 0
30218466,Rango 1
20056493,Rango 2
60500147,Rango 3
84556242,Rango 4
35084198,Rango 0
40169917,Rango 1
37952755,Rango 2
64233423,Rango 3
95717296,Rango 4
14170593,Rango 0
40805923,Rango 1
68603542,Rango 2
74034750,Rango 3
41952103,Rango 4
28723066,Rango 0
85664018,Rango 1
47551035,Rango 2
30812511,Rango 3
31934101,Rango 4
68710115,Rango 0
32022980,Rango 1
24909213,Rango 2
61336525,Rango 3
87674072,Rango 4
51195967,Rango 0
86068502,Rango 1
43444542,Rango 2
29136982,Rango 3
62635290,Rango 4
87277886,Rango 0
91022627,Rango 1
52760680,Rango 2
91052624,Rango 3
90467780,Rango 4
35653548,Rango 0
60438096,Rango 1
50253411,Rango 2
57103624,Rango 3
50979099,Rango 4
39792309,Rango 0
64999898,Rango 1
20755098,Rango 2
43170386,Rango 3
31729256,Rango 4
45139443,Rango 0
74640680,Rango 1
94040919,Rango 2
69329279,Rango 3
54037685,Rango 4
80108960,Rango 0
62705589,Rango 1
71841818,Rango 2
95462976,Rango 3
55999804,Rango 4
80943839,Rango 0
90233866,Rango 1
72292061,Rango 2
13772743,Rango 3
64422667,Rango 4
83705218,Rango 0
84446561,Rango 1
23489947,Rango 2
57575399,Rango 3
63153559,Rango 4
54207789,Rango 0
85527398,Rango 1
93408226,Rango 2
42503753,Rango 3
44345927,Rango 4
94509031,Rango 0
10964923,Rango 1
26542661,Rango 2
31023361,Rango 3
58657836,Rango 4
22742713,Rango 0
16838857,Rango 1
50112194,Rango 2
83661954,Rango 3
54097918,Rango 4
82948436,Rango 0
52955958,Rango 1
82694794,Rango 2
75849408,Rango 3
69451909,Rango 4
90880688,Rango 0
79699192,Rango 1
80517114,Rango 2
92944590,Rango 3
97655637,Rango 4
93637981,Rango 0
96932991,Rango 1
41330891,Rango 2
78505261,Rango 3
16627810,Rango 4
57952281,Rango 0
11490751,Rango 1
75810814,Rango 2
56364089,Rango 3
91143907,Rango 4
67485858,Rango 0
15395261,Rango 1
89464098,Rango 2
62174662,Rango 3
52343050,Rango 4
73108857,Rango 0
42446078,Rango 1
13902038,Rango 2
12960199,Rango 3
10452240,Rango 4
48126978,Rango 0
56558432,Rango 1
37808694,Rango 2
43460150,Rango 3
96504199,Rango 4
81841192,Rango 0
61414120,Rango 1
58974733,Rango 2
35125279,Rango 3
74219926,Rango 4
54544710,Rango 0
66594008,Rango 1
89097700,Rango 2
55631085,Rango 3
28348815,Rango 4
70345074,Rango 0
35140512,Rango 1
42070153,Rango 2
94434816,Rango 3
14870136,Rango 4
75850901,Rango 0
47914180,Rango 1
74687564,Rango 2
33010558,Rango 3
29046511,Rango 4
27709615,Rango 0
23688429,Rango 1
93396487,Rango 2
95845167,Rango 3
66882487,Rango 4
65024106,Rango 0
75319115,Rango 1
61881352,Rango 2
84512180,Rango 3
38290619,Rango 4
34800985,Rango 0
18114071,Rango 1
92348611,Rango 2
43191425,Rango 3
42554743,Rango 4
47116946,Rango 0
99927292,Rango 1
46257525,Rango 2
12060038,Rango 3
45546857,Rango 4
50844007,Rango 0
36015120,Rango 1
45288907,Rango 2
31073309,Rango 3
91716629,Rango 4
53475610,Rango 0
55687243,Rango 1
54837541,Rango 2
74581975,Rango 3
38850026,Rango 4
33554669,Rango 0
36151242,Rango 1
30878979,Rango 2
27007049,Rango 3
46825635,Rango 4
14989000,Rango 0
70542946,Rango 1
43950032,Rango 2
83967680,Rango 3
60874584,Rango 4
18138909,Rango 0
52913432,Rango 1
92557914,Rango 2
66935553,Rango 3
58713854,Rango 4
11515935,Rango 0
23164311,Rango 1
75229772,Rango 2
33881301,Rango 3
52675106,Rango 4
57813323,Rango 0
28920758,Rango 1
49762380,Rango 2
99474680,Rango 3
64992115,Rango 4
45637966,Rango 0
40096964,Rango 1
30290388,Rango 2
65524037,Rango 3
63941609,Rango 4
43524742,Rango 0
38591541,Rango 1
34498388,Rango 2
29922000,Rango 3
34329228,Rango 4
68951756,Rango 0
37068048,Rango 1
30302295,Rango 2
91663205,Rango 3
12340739,Rango 4
76788814,Rango 0
95305523,Rango 1
98616362,Rango 2
99245302,Rango 3
89043081,Rango 4
59756961,Rango 0
91700151,Rango 1
98953209,Rango 2
89947282,Rango 3
70352130,Rango 4
91239509,Rango 0
12588719,Rango 1
60380056,Rango 2
45975132,Rango 3
10110243,Rango 4
55313024,Rango 0
21932269,Rango 1
96470986,Rango 2
37471955,Rango 3
11543152,Rango 4
68095950,Rango 0
35344730,Rango 1
31971411,Rango 2
53924052,Rango 3
60038781,Rango 4
74350295,Rango 0
68270340,Rango 1
69618729,Rango 2
26586017,Rango 3
79837316,Rango 4
62542667,Rango 0
77630745,Rango 1
32964677,Rango 2
16322261,Rango 3
92529530,Rango 4
82212487,Rango 0
42153684,Rango 1
80519702,Rango 2
24959440,Rango 3
33883445,Rango 4
50207436,Rango 0
72103019,Rango 1
72118801,Rango 2
22148066,Rango 3
92375170,Rango 4
49949126,Rango 0
49898442,Rango 1
98119570,Rango 2
28760243,Rango 3
11281640,Rango 4
99663585,Rango 0
91266439,Rango 1
97955779,Rango 2
57124390,Rango 3
19445826,Rango 4
12959134,Rango 0
52905739,Rango 1
46761386,Rango 2
65513014,Rango 3
29491266,Rango 4
98091321,Rango 0
77129126,Rango 1
87080451,Rango 2
69029461,Rango 3
85921492,Rango 4
17359753,Rango 0
46981928,Rango 1
80826828,Rango 2
21524561,Rango 3
23929002,Rango 4
89840718,Rango 0
77673581,Rango 1
30065833,Rango 2
93687613,Rango 3
71580692,Rango 4
84593760,Rango 0
76574346,Rango 1
88808605,Rango 2
53161638,Rango 3
35825991,Rango 4
87825391,Rango 0
82307534,Rango 1
20568288,Rango 2
88940449,Rango 3
78555112,Rango 4
38302742,Rango 0
21968508,Rango 1
81389018,Rango 2
33371971,Rango 3
17558168,Rango 4
82838968,Rango 0
54265338,Rango 1
11712716,Rango 2
59881630,Rango 3
18144121,Rango 4
28092182,Rango 0
86861461,Rango 1
62411800,Rango 2
96181142,Rango 3
58032145,Rango 4
82401629,Rango 0
17782211,Rango 1
44130128,Rango 2
52722990,Rango 3
86004424,Rango 4
22342935,Rango 0
13587948,Rango 1
10888988,Rango 2
76720351,Rango 3
51351636,Rango 4
39994607,Rango 0
18693808,Rango 1
39814328,Rango 2
32019760,Rango 3
17719762,Rango 4
47950049,Rango 0
20900391,Rango 1
81122506,Rango 2
58303248,Rango 3
97421701,Rango 4
28606181,Rango 0
20646701,Rango 1
72417920,Rango 2
38703844,Rango 3
77491611,Rango 4
23006104,Rango 0
12371421,Rango 1
70207562,Rango 2
81378523,Rango 3
71841621,Rango 4
79399987,Rango 0
67753945,Rango 1
64631283,Rango 2
42268471,Rango 3
18951971,Rango 4
93741875,Rango 0
62788077,Rango 1
26363012,Rango 2
70134245,Rango 3
80131769,Rango 4
80386451,Rango 0
70105168,Rango 1
26323695,Rango 2
70632803,Rango 3
57494383,Rango 4
54998590,Rango 0
36424938,Rango 1
78255863,Rango 2
69071489,Rango 3
19678324,Rango 4
94900282,Rango 0
91550509,Rango 1
13490865,Rango 2
11221349,Rango 3
52995558,Rango 4
32024202,Rango 0
62764567,Rango 1
79110173,Rango 2
74733392,Rango 3
15099743,Rango 4
74848935,Rango 0
26771909,Rango 1
67958140,Rango 2
30786668,Rango 3
76767119,Rango 4
87759538,Rango 0
98021531,Rango 1
65970379,Rango 2
42744314,Rango 3
32770527,Rango 4
76185775,Rango 0
83353343,Rango 1
96973306,Rango 2
99084740,Rango 3
66766633,Rango 4
72463819,Rango 0
76602308,Rango 1
65168307,Rango 2
41593811,Rango 3
46727597,Rango 4
23424258,Rango 0
33136535,Rango 1
64626502,Rango 2
17763558,Rango 3
61357568,Rango 4
80327129,Rango 0
83136401,Rango 1
24045939,Rango 2
97936677,Rango 3
22462445,Rango 4
77088850,Rango 0
20247766,Rango 1
24824126,Rango 2
48451982,Rango 3
86165123,Rango 4
42815759,Rango 0
69374711,Rango 1
10183485,Rango 2
68653321,Rango 3
18447434,Rango 4
12669231,Rango 0
60179499,Rango 1
70317610,Rango 2
99164415,Rango 3
65572522,Rango 4
18656581,Rango 0
88596374,Rango 1
27677338,Rango 2
69218921,Rango 3
45404141,Rango 4
91733309,Rango 0
81868405,Rango 1
75239979,Rango 2
88159741,Rango 3
84854859,Rango 4
14943352,Rango 0
46264522,Rango 1
17284022,Rango 2
20263405,Rango 3
90629497,Rango 4
62907778,Rango 0
90430975,Rango 1
31227699,Rango 2
49431576,Rango 3
51489984,Rango 4
95255568,Rango 0
87670009,Rango 1
12881942,Rango 2
84743965,Rango 3
85083736,Rango 4
54727335,Rango 0
55302627,Rango 1
77207676,Rango 2
26322326,Rango 3
96853082,Rango 4
62049089,Rango 0
78812693,Rango 1
48118889,Rango 2
94280894,Rango 3
82742173,Rango 4
18662975,Rango 0
13158501,Rango 1
56194945,Rango 2
20092620,Rango 3
20709307,Rango 4
61738424,Rango 0
71756923,Rango 1
78531955,Rango 2
67003199,Rango 3
25004478,Rango 4
42312534,Rango 0
96368310,Rango 1
90634973,Rango 2
48049156,Rango 3
25318828,Rango 4
97334299,Rango 0
58400443,Rango 1
92410461,Rango 2
79230300,Rango 3
71026388,Rango 4
87944293,Rango 0
85645197,Rango 1
99078970,Rango 2
90565215,Rango 3
24928623,Rango 4
99831586,Rango 0
87089680,Rango 1
78575270,Rango 2
76542011,Rango 3
61579872,Rango 4
30079041,Rango 0
25109855,Rango 1
65745543,Rango 2
47552923,Rango 3
84933396,Rango 4
82505670,Rango 0
94913784,Rango 1
41989122,Rango 2
20546642,Rango 3
50345763,Rango 4
53010147,Rango 0
28545812,Rango 1
89784845,Rango 2
96810624,Rango 3
47469447,Rango 4
71205272,Rango 0
22329115,Rango 1
69207614,Rango 2
20511797,Rango 3
51078902,Rango 4
67655610,Rango 0
33726340,Rango 1
35943835,Rango 2
11911175,Rango 3
17779560,Rango 4
19893999,Rango 0
24913400,Rango 1
28811364,Rango 2
86499240,Rango 3
85386446,Rango 4
58925527,Rango 0
59156480,Rango 1
69317345,Rango 2
64915530,Rango 3
92297417,Rango 4
53709242,Rango 0
42671678,Rango 1
17150022,Rango 2
46665919,Rango 3
88345798,Rango 4
32332181,Rango 0
56347676,Rango 1
13849739,Rango 2
52846769,Rango 3
87350823,Rango 4
72243209,Rango 0
30328725,Rango 1
25525429,Rango 2
21311937,Rango 3
67027524,Rango 4
38809415,Rango 0
87517825,Rango 1
29123687,Rango 2
83250610,Rango 3
47233219,Rango 4
94524245,Rango 0
68978443,Rango 1
14072536,Rango 2
33678166,Rango 3
84304361,Rango 4
40828011,Rango 0
97955343,Rango 1
27139001,Rango 2
87738769,Rango 3
91619258,Rango 4
33906951,Rango 0
24583996,Rango 1
94455194,Rango 2
64683805,Rango 3
49031067,Rango 4
24482616,Rango 0
60860643,Rango 1
96472946,Rango 2
37526191,Rango 3
31926262,Rango 4
58957705,Rango 0
63343568,Rango 1
65281012,Rango 2
11304904,Rango 3
17985796,Rango 4
42911396,Rango 0
22607905,Rango 1
18459895,Rango 2
60079376,Rango 3
58472314,Rango 4
72527059,Rango 0
99052417,Rango 1
75881597,Rango 2
88081664,Rango 3
14913319,Rango 4
52215677,Rango 0
62072500,Rango 1
33552632,Rango 2
84993073,Rango 3
21967624,Rango 4
74337966,Rango 0
97703715,Rango 1
44469199,Rango 2
30474325,Rango 3
73319078,Rango 4
32697222,Rango 0
89302246,Rango 1
90946664,Rango 2
57775828,Rango 3
72151690,Rango 4
26410566,Rango 0
70404929,Rango 1
31532846,Rango 2
50738341,Rango 3
47308592,Rango 4
70520261,Rango 0
36006135,Rango 1
54656128,Rango 2
52863100,Rango 3
11343686,Rango 4
83675989,Rango 0
32546624,Rango 1
56434163,Rango 2
74562152,Rango 3
75416033,Rango 4
20729307,Rango 0
25206823,Rango 1
48341060,Rango 2
12743986,Rango 3
94530948,Rango 4
50097968,Rango 0
50732065,Rango 1
51524707,Rango 2
22614949,Rango 3
30288034,Rango 4
49410265,Rango 0
21943926,Rango 1
84833118,Rango 2
47967916,Rango 3
80511171,Rango 4
25327131,Rango 0
70378705,Rango 1
60172414,Rango 2
61889743,Rango 3
87631096,Rango 4
97793634,Rango 0
48772282,Rango 1
88693271,Rango 2
18404364,Rango 3
87649192,Rango 4
79136608,Rango 0
16884380,Rango 1
97679830,Rango 2
85424643,Rango 3
74548188,Rango 4
39405108,Rango 0
24220694,Rango 1
26598746,Rango 2
15218212,Rango 3
20068505,Rango 4
94356286,Rango 0
14051091,Rango 1
18095019,Rango 2
91538180,Rango 3
98452996,Rango 4
28441869,Rango 0
91073460,Rango 1
73865872,Rango 2
22600549,Rango 3
71032695,Rango 4
30736925,Rango 0
16952495,Rango 1
81298893,Rango 2
92667217,Rango 3
21931648,Rango 4
75341356,Rango 0
66200381,Rango 1
77344657,Rango 2
66529435,Rango 3
75701082,Rango 4
16229811,Rango 0
27530201,Rango 1
25612383,Rango 2
89230703,Rango 3
49866677,Rango 4
73836502,Rango 0
81486986,Rango 1
94801880,Rango 2
88361768,Rango 3
63099315,Rango 4
66994709,Rango 0
87628517,Rango 1
91647333,Rango 2
33209473,Rango 3
47512111,Rango 4
14766026,Rango 0
52667354,Rango 1
88574488,Rango 2
68873040,Rango 3
11700586,Rango 4
37915908,Rango 0
92358577,Rango 1
62923961,Rango 2
44292643,Rango 3
74941471,Rango 4
39102838,Rango 0
90146551,Rango 1
92973223,Rango 2
75302963,Rango 3
47578848,Rango 4
99130795,Rango 0
88029385,Rango 1
58517168,Rango 2
95341770,Rango 3
22331203,Rango 4
18656191,Rango 0
21551281,Rango 1
38777146,Rango 2
80433699,Rango 3
84546235,Rango 4
92738188,Rango 0
46173018,Rango 1
98372024,Rango 2
16285336,Rango 3
28158103,Rango 4
36881961,Rango 0
12014639,Rango 1
19832366,Rango 2
89998814,Rango 3
14368160,Rango 4
15100755,Rango 0
42776834,Rango 1
51955111,Rango 2
71342218,Rango 3
86517461,Rango 4
93981790,Rango 0
43854368,Rango 1
33177480,Rango 2
97962252,Rango 3
67299903,Rango 4
38891497,Rango 0
43030774,Rango 1
52029927,Rango 2
40829406,Rango 3
19189010,Rango 4
48743945,Rango 0
89988342,Rango 1
24771520,Rango 2
16784697,Rango 3
48628412,Rango 4
14186276,Rango 0
85285137,Rango 1
66704903,Rango 2
33409158,Rango 3
13436572,Rango 4
12947006,Rango 0
98016784,Rango 1
26667689,Rango 2
92735044,Rango 3
46119771,Rango 4
37961919,Rango 0
10635873,Rango 1
46780874,Rango 2
11778864,Rango 3
71036515,Rango 4
73697672,Rango 0
67504241,Rango 1
10414314,Rango 2
17138198,Rango 3
22852469,Rango 4
11990916,Rango 0
15985559,Rango 1
67424600,Rango 2
90337940,Rango 3
73897904,Rango 4
16362339,Rango 0
25064242,Rango 1
52914502,Rango 2
74155031,Rango 3
87505438,Rango 4
17217035,Rango 0
90896651,Rango 1
79513570,Rango 2
82449588,Rango 3
85162173,Rango 4
23136843,Rango 0
19604131,Rango 1
59292254,Rango 2
52892694,Rango 3
59421615,Rango 4
64607830,Rango 0
75672085,Rango 1
57651890,Rango 2
41783588,Rango 3
36681495,Rango 4
58318898,Rango 0
44252179,Rango 1
95856008,Rango 2
17559398,Rango 3
81476536,Rango 4
93860777,Rango 0
65520882,Rango 1
69766311,Rango 2
33644832,Rango 3
29498803,Rango 4
79898309,Rango 0
51142516,Rango 1
35647697,Rango 2
46193497,Rango 3
94447151,Rango 4
12507628,Rango 0
71494649,Rango 1
17474296,Rango 2
11745627,Rango 3
93484200,Rango 4
26289222,Rango 0
68139951,Rango 1
33157106,Rango 2
61478811,Rango 3
84333091,Rango 4
78493866,Rango 0
28050922,Rango 1
65961698,Rango 2
35228596,Rango 3
73901986,Rango 4
44628832,Rango 0
35335654,Rango 1
44553419,Rango 2
84272309,Rango 3
26530943,Rango 4
76841451,Rango 0
10239086,Rango 1
15808258,Rango 2
49464457,Rango 3
14603682,Rango 4
24873095,Rango 0
79066214,Rango 1
13495833,Rango 2
69824862,Rango 3
39664025,Rango 4
80144786,Rango 0
31998381,Rango 1
80048361,Rango 2
58095432,Rango 3
42075566,Rango 4
58944242,Rango 0
24127621,Rango 1
22529593,Rango 2
17305053,Rango 3
52646784,Rango 4
38562482,Rango 0
54811675,Rango 1
72226005,Rango 2
94910819,Rango 3
67717568,Rango 4
59453994,Rango 0
40999202,Rango 1
91156980,Rango 2
11571472,Rango 3
36699315,Rango 4
82324888,Rango 0
17503153,Rango 1
23714047,Rango 2
33834458,Rango 3
58911694,Rango 4
96402445,Rango 0
26494648,Rango 1
88682911,Rango 2
40770906,Rango 3
66627153,Rango 4
87195502,Rango 0
83193936,Rango 1
25265731,Rango 2
84244070,Rango 3
43963827,Rango 4
30042770,Rango 0
23048078,Rango 1
13819737,Rango 2
42386669,Rango 3
74703362,Rango 4
17648438,Rango 0
16719623,Rango 1
64707922,Rango 2
74265028,Rango 3
58140671,Rango 4
16125172,Rango 0
41200880,Rango 1
94900093,Rango 2
65676708,Rango 3
83349788,Rango 4
64701049,Rango 0
56316708,Rango 1
40694318,Rango 2
58719086,Rango 3
66483188,Rango 4
61861485,Rango 0
38285549,Rango 1
34607258,Rango 2
25027671,Rango 3
84206554,Rango 4
68634698,Rango 0
70159052,Rango 1
18215486,Rango 2
80704374,Rango 3
86200608,Rango 4
66673947,Rango 0
95335576,Rango 1
27992053,Rango 2
31747268,Rango 3
14672382,Rango 4
67163916,Rango 0
88763701,Rango 1
18006008,Rango 2
40729739,Rango 3
96876293,Rango 4
45327530,Rango 0
20275288,Rango 1
28677739,Rango 2
58831275,Rango 3
63605628,Rango 4
94073696,Rango 0
42390055,Rango 1
95559402,Rango 2
86579713,Rango 3
33561289,Rango 4
11032034,Rango 0
89635459,Rango 1
14525794,Rango 2
51201029,Rango 3
90057126,Rango 4
56837489,Rango 0
38980449,Rango 1
97189390,Rango 2
21768405,Rango 3
66119998,Rango 4
68400112,Rango 0
73493918,Rango 1
73973109,Rango 2
12411874,Rango 3
54336584,Rango 4
60895113,Rango 0
62815439,Rango 1
88458611,Rango 2
99071876,Rango 3
55176900,Rango 4
16126217,Rango 0
20357522,Rango 1
35819132,Rango 2
11547897,Rango 3
43611029,Rango 4
90098574,Rango 0
28367600,Rango 1
27167824,Rango 2
98337867,Rango 3
84064036,Rango 4
97901754,Rango 0
48425611,Rango 1
25974868,Rango 2
63515372,Rango 3
93410175,Rango 4
30080545,Rango 0
97141552,Rango 1
93300485,Rango 2
40475705,Rango 3
75245492,Rango 4
62396265,Rango 0
27901101,Rango 1
70018503,Rango 2
90559820,Rango 3
88533959,Rango 4
62971322,Rango 0
31643117,Rango 1
67586301,Rango 2
41209504,Rango 3
99313525,Rango 4
26185211,Rango 0
31512685,Rango 1
19955403,Rango 2
95122222,Rango 3
21693911,Rango 4
88978438,Rango 0
20890563,Rango 1
73232943,Rango 2
79377904,Rango 3
44020925,Rango 4
79277532,Rango 0
29428852,Rango 1
63876970,Rango 2
70068259,Rango 3
12900887,Rango 4
78031791,Rango 0
72866077,Rango 1
40510609,Rango 2
25714015,Rango 3
98742504,Rango 4
99680078,Rango 0
44317067,Rango 1
68054776,Rango 2
54320315,Rango 3
27170115,Rango 4
45124289,Rango 0
44119649,Rango 1
10375850,Rango 2
20237484,Rango 3
44457596,Rango 4
34755952,Rango 0
19028303,Rango 1
31942829,Rango 2
39104078,Rango 3
81653584,Rango 4
70556141,Rango 0
96513972,Rango 1
16493237,Rango 2
21111686,Rango 3
85746467,Rango 4
36673801,Rango 0
43245809,Rango 1
29344606,Rango 2
27061480,Rango 3
44216497,Rango 4
45880423,Rango 0
47029979,Rango 1
24611650,Rango 2
77484105,Rango 3
55494112,Rango 4
12195352,Rango 0
94990266,Rango 1
82552683,Rango 2
11065535,Rango 3
72133274,Rango 4
22233823,Rango 0
32438800,Rango 1
75434040,Rango 2
14265447,Rango 3
22235793,Rango 4
32249724,Rango 0
84428994,Rango 1
39160590,Rango 2
23763050,Rango 3
41894760,Rango 4
15602534,Rango 0
78053710,Rango 1
25492363,Rango 2
68177711,Rango 3
37742428,Rango 4
36379107,Rango 0
65182799,Rango 1
73746892,Rango 2
73792293,Rango 3
37731653,Rango 4
39486971,Rango 0
93448284,Rango 1
21188860,Rango 2
79250312,Rango 3
38417718,Rango 4
62700686,Rango 0
75858360,Rango 1
25101820,Rango 2
82196535,Rango 3
83085178,Rango 4
92365435,Rango 0
56182146,Rango 1
44607180,Rango 2
30994203,Rango 3
47771854,Rango 4
63962410,Rango 0
60101216,Rango 1
12880257,Rango 2
56499434,Rango 3
54771055,Rango 4
17725260,Rango 0
22123610,Rango 1
37201247,Rango 2
90514355,Rango 3
56143119,Rango 4
58962643,Rango 0
62434001,Rango 1
60277651,Rango 2
28003615,Rango 3
73970913,Rango 4
20053365,Rango 0
50509700,Rango 1
66853856,Rango 2
65826793,Rango 3
49666341,Rango 4
24047659,Rango 0
79432527,Rango 1
38950720,Rango 2
25504031,Rango 3
24247802,Rango 4
95150311,Rango 0
58422992,Rango 1
92804354,Rango 2
16919459,Rango 3
62812432,Rango 4
53885158,Rango 0
58562242,Rango 1
16441159,Rango 2
93190047,Rango 3
16824884,Rango 4
60097574,Rango 0
40156873,Rango 1
98231053,Rango 2
19882352,Rango 3
88103551,Rango 4
32129688,Rango 0
84218514,Rango 1
18538892,Rango 2
98966778,Rango 3
78577546,Rango 4
76755140,Rango 0
35145095,Rango 1
48240720,Rango 2
67223815,Rango 3
45050939,Rango 4
63510040,Rango 0
12076152,Rango 1
56805466,Rango 2
81459441,Rango 3
98002012,Rango 4
15958041,Rango 0
72235695,Rango 1
19394860,Rango 2
99536442,Rango 3
19781881,Rango 4
81624973,Rango 0
20294217,Rango 1
34802569,Rango 2
46839865,Rango 3
20471034,Rango 4
84763368,Rango 0
66142037,Rango 1
22196237,Rango 2
93314646,Rango 3
12618569,Rango 4
28403472,Rango 0
45179795,Rango 1
37259790,Rango 2
66078044,Rango 3
40074257,Rango 4
96350154,Rango 0
89402413,Rango 1
24627997,Rango 2
62928584,Rango 3
94355992,Rango 4
22772879,Rango 0
11041814,Rango 1
29205500,Rango 2
63764706,Rango 3
47500035,Rango 4
89504357,Rango 0
84175162,Rango 1
88301814,Rango 2
96817317,Rango 3
73760355,Rango 4
71113566,Rango 0
51770861,Rango 1
93938867,Rango 2
89013821,Rango 3
60885042,Rango 4
96193530,Rango 0
97638099,Rango 1
12693241,Rango 2
48041406,Rango 3
65215536,Rango 4
59557489,Rango 0
29593035,Rango 1
61052685,Rango 2
76366535,Rango 3
85581457,Rango 4
11456432,Rango 0
70509725,Rango 1
11349523,Rango 2
48341388,Rango 3
40197184,Rango 4
66394247,Rango 0
23872580,Rango 1
29367765,Rango 2
72701222,Rango 3
82431129,Rango 4
88342636,Rango 0
50085036,Rango 1
31886464,Rango 2
35326623,Rango 3
45161548,Rango 4
61334526,Rango 0
16946661,Rango 1
34946473,Rango 2
83285075,Rango 3
53300059,Rango 4
83786580,Rango 0
25190374,Rango 1
24792209,Rango 2
48392517,Rango 3
40688163,Rango 4
40143106,Rango 0
46249554,Rango 1
89864714,Rango 2
35197726,Rango 3
56126690,Rango 4
67108863,Rango 0
78519389,Rango 1
49921359,Rango 2
31738657,Rango 3
64151425,Rango 4
76633628,Rango 0
67420784,Rango 1
83522675,Rango 2
70213610,Rango 3
41479427,Rango 4
89715064,Rango 0
47695908,Rango 1
17590918,Rango 2
26588694,Rango 3
51177564,Rango 4
54304026,Rango 0
92728334,Rango 1
30236388,Rango 2
87170032,Rango 3
65016459,Rango 4
12873609,Rango 0
62845492,Rango 1
34778059,Rango 2
33948192,Rango 3
19769851,Rango 4
56485590,Rango 0
35658698,Rango 1
82576145,Rango 2
39968803,Rango 3
59634693,Rango 4
43717708,Rango 0
71602348,Rango 1
27107205,Rango 2
74999028,Rango 3
87955871,Rango 4
14663888,Rango 0
55833607,Rango 1
27006956,Rango 2
92205712,Rango 3
36219460,Rango 4
80807890,Rango 0
95463837,Rango 1
67264608,Rango 2
98297004,Rango 3
26011176,Rango 4
45936308,Rango 0
57904621,Rango 1
89357823,Rango 2
73659233,Rango 3
49499699,Rango 4
68085613,Rango 0
13561554,Rango 1
22651955,Rango 2
58826026,Rango 3
36134693,Rango 4
88314034,Rango 0
54190992,Rango 1
50019197,Rango 2
89016699,Rango 3
71361772,Rango 4
84166490,Rango 0
26311220,Rango 1
62433009,Rango 2
58965304,Rango 3
54028985,Rango 4
53911822,Rango 0
22180720,Rango 1
66679463,Rango 2
26009274,Rango 3
80132075,Rango 4
47998377,Rango 0
34018040,Rango 1
56930757,Rango 2
60206945,Rango 3
19202930,Rango 4
96397234,Rango 0
89160428,Rango 1
35542938,Rango 2
94809155,Rango 3
14004779,Rango 4
83798449,Rango 0
84167620,Rango 1
71542252,Rango 2
72938394,Rango 3
56543168,Rango 4
19465506,Rango 0
97383747,Rango 1
75101063,Rango 2
21068548,Rango 3
52188765,Rango 4
34880864,Rango 0
34756430,Rango 1
19946916,Rango 2
63755452,Rango 3
32638582,Rango 4
58559258,Rango 0
48976539,Rango 1
21885796,Rango 2
92486119,Rango 3
68339021,Rango 4
32236372,Rango 0
88203095,Rango 1
83404305,Rango 2
59380761,Rango 3
10391070,Rango 4
48269346,Rango 0
38764579,Rango 1
42591782,Rango 2
14080675,Rango 3
72433082,Rango 4
52904298,Rango 0
67142745,Rango 1
26064297,Rango 2
27090037,Rango 3
90788377,Rango 4
89471210,Rango 0
43663364,Rango 1
79201111,Rango 2
73219424,Rango 3
81078111,Rango 4
59127726,Rango 0
78819693,Rango 1
98165800,Rango 2
63947953,Rango 3
35892982,Rango 4
11871644,Rango 0
72932731,Rango 1
25657012,Rango 2
69702732,Rango 3
30993419,Rango 4
99724879,Rango 0
93229146,Rango 1
55723663,Rango 2
54076325,Rango 3
64129823,Rango 4
90619208,Rango 0
33222583,Rango 1
29004360,Rango 2
88040227,Rango 3
38300333,Rango 4
80313656,Rango 0
