dni_persona,num_colegiatura,especializacion
92545951,VET-858344,Oncología
75869552,VET-735577,Cirugía
88126857,VET-214875,Medicina General
88725152,VET-006662,Cirugía
51973480,VET-172632,Cirugía
60733749,VET-787960,Oncología
84465083,VET-171941,Dermatología
25367473,VET-713829,Cardiología
19233212,VET-830065,Cirugía
24198626,VET-596815,Medicina General
69900897,VET-388928,Dermatología
73833442,VET-485053,Dermatología
86992831,VET-580405,Cardiología
24947437,VET-767086,Cardiología
78157270,VET-877533,Medicina General
52092380,VET-951236,Medicina General
57743311,VET-889628,Dermatología
65939269,VET-671393,Oncología
86586497,VET-705394,Cirugía
62469353,VET-622466,Cirugía
48209010,VET-866849,Oncología
31452483,VET-145928,Cardiología
72601046,VET-284557,Dermatología
39299932,VET-259004,Oncología
41094326,VET-435197,Cirugía
14071658,VET-658445,Oncología
30048972,VET-857846,Oncología
84375861,VET-964020,Oncología
15876508,VET-571831,Cardiología
74329857,VET-965427,Dermatología
26193180,VET-395529,Dermatología
31958880,VET-707224,Cardiología
54069840,VET-561849,Medicina General
30986943,VET-855943,Medicina General
98172738,VET-785034,Cardiología
83519724,VET-582145,Oncología
99112157,VET-837221,Oncología
47885270,VET-150132,Cardiología
86934267,VET-630145,Cirugía
13652604,VET-136144,Medicina General
78403353,VET-869611,Medicina General
11391169,VET-720989,Cirugía
17987849,VET-647622,Dermatología
49393115,VET-276654,Medicina General
22247827,VET-001243,Oncología
10272959,VET-296861,Cardiología
81821005,VET-400300,Medicina General
64906701,VET-723501,Dermatología
83220456,VET-973588,Cirugía
33240770,VET-838542,Medicina General
71162450,VET-203107,Cirugía
30327743,VET-577642,Cardiología
46655375,VET-257939,Cirugía
18772092,VET-852159,Medicina General
11573357,VET-345893,Medicina General
85921146,VET-909672,Cardiología
99670318,VET-412940,Cirugía
57796859,VET-933996,Oncología
65813758,VET-180628,Dermatología
17160399,VET-891381,Cirugía
91832922,VET-843455,Medicina General
15403643,VET-526185,Oncología
30997517,VET-761955,Oncología
94637082,VET-537950,Medicina General
34326951,VET-221361,Dermatología
35399677,VET-188144,Cirugía
39406013,VET-394579,Medicina General
87134746,VET-782795,Medicina General
62504344,VET-414172,Medicina General
77074783,VET-642975,Dermatología
97387389,VET-324441,Cirugía
84592003,VET-275774,Cardiología
21700571,VET-038084,Cardiología
18043155,VET-418364,Dermatología
37171475,VET-388881,Medicina General
30719418,VET-648863,Cirugía
69525347,VET-634853,Cardiología
68867633,VET-822485,Cirugía
97174103,VET-301039,Oncología
95667993,VET-452194,Medicina General
13154100,VET-101123,Cardiología
19872833,VET-551870,Oncología
98982787,VET-248032,Dermatología
30708684,VET-368270,Dermatología
23467285,VET-860278,Cardiología
53309113,VET-882661,Cirugía
12830130,VET-066785,Cirugía
29210161,VET-975283,Cardiología
13804710,VET-887519,Oncología
38421686,VET-332833,Medicina General
12004308,VET-159062,Cardiología
83001266,VET-031353,Oncología
21104015,VET-790992,Cirugía
62005599,VET-859013,Medicina General
57010813,VET-467570,Cardiología
17890625,VET-623805,Dermatología
69108068,VET-931267,Cirugía
65672683,VET-673078,Dermatología
73171237,VET-808774,Medicina General
96970412,VET-572348,Cirugía
53850674,VET-506678,Oncología
42409567,VET-635750,Cirugía
95481887,VET-680363,Medicina General
19705764,VET-335041,Cirugía
81125601,VET-735597,Dermatología
77978294,VET-570751,Cardiología
72556026,VET-833042,Dermatología
36630748,VET-106258,Oncología
64630731,VET-533876,Medicina General
39466183,VET-032001,Oncología
38467888,VET-225778,Medicina General
66795454,VET-646907,Oncología
98074369,VET-747353,Medicina General
33337339,VET-956312,Medicina General
40400431,VET-629355,Dermatología
57482563,VET-377542,Cirugía
93388011,VET-896493,Cirugía
24575574,VET-310847,Medicina General
26475442,VET-864287,Dermatología
64344697,VET-528759,Medicina General
26244143,VET-909925,Oncología
83638956,VET-585699,Cirugía
17584785,VET-356275,Dermatología
59328143,VET-523973,Medicina General
36754624,VET-359312,Cardiología
73376966,VET-351304,Cardiología
77297218,VET-984077,Medicina General
88052953,VET-023088,Cirugía
41479491,VET-495761,Oncología
31380396,VET-329679,Medicina General
21559087,VET-254627,Cardiología
97904742,VET-858424,Dermatología
62639144,VET-959911,Medicina General
15396942,VET-485257,Cardiología
25789704,VET-041007,Dermatología
20952481,VET-575123,Cardiología
41445870,VET-836476,Cardiología
68969540,VET-014049,Dermatología
91587429,VET-879440,Oncología
14096614,VET-575506,Cardiología
94599333,VET-534702,Cardiología
41259799,VET-162349,Cardiología
30545576,VET-244948,Cardiología
69435309,VET-199235,Oncología
35937266,VET-287291,Cardiología
57243787,VET-204125,Cardiología
43402746,VET-694987,Oncología
44671058,VET-755456,Dermatología
32634430,VET-292219,Oncología
85567762,VET-821728,Medicina General
77823398,VET-981419,Cirugía
81243200,VET-546620,Cardiología
67327655,VET-705385,Cardiología
44354372,VET-101914,Cardiología
79773575,VET-391995,Cirugía
92388491,VET-536252,Medicina General
13661025,VET-683140,Dermatología
84585736,VET-892471,Oncología
63500609,VET-946152,Cirugía
26834124,VET-927081,Cirugía
20703197,VET-254986,Medicina General
42297737,VET-127881,Cardiología
50529339,VET-532429,Cardiología
77201034,VET-640575,Medicina General
15032552,VET-850714,Cirugía
99327554,VET-965031,Dermatología
80914241,VET-031739,Cirugía
37240796,VET-078441,Dermatología
78963771,VET-578968,Cirugía
27512837,VET-619776,Cardiología
96118343,VET-824560,Oncología
38408030,VET-434292,Cardiología
49177599,VET-724887,Cirugía
58489811,VET-664116,Cirugía
46529638,VET-111469,Oncología
86603603,VET-383914,Oncología
81609013,VET-961524,Medicina General
92894053,VET-754660,Dermatología
45017068,VET-527330,Cirugía
89049292,VET-031858,Dermatología
47109480,VET-600288,Dermatología
17706466,VET-175722,Oncología
22235172,VET-532074,Oncología
99239317,VET-925283,Oncología
49536671,VET-321872,Dermatología
83513204,VET-231037,Medicina General
88648546,VET-476722,Dermatología
75343961,VET-367156,Cirugía
94821809,VET-861194,Dermatología
10405328,VET-066151,Cardiología
31221203,VET-833024,Cardiología
46082845,VET-470559,Oncología
36728695,VET-901428,Cirugía
26980684,VET-119131,Medicina General
62319200,VET-895734,Dermatología
23860685,VET-871156,Dermatología
59260357,VET-608054,Cardiología
72015891,VET-102027,Medicina General
43350380,VET-365390,Dermatología
12979379,VET-032189,Medicina General
57834623,VET-058590,Cirugía
82078973,VET-957216,Cirugía
57479795,VET-926814,Cirugía
76408804,VET-443281,Cirugía
48123304,VET-358833,Medicina General
77682790,VET-579728,Cardiología
24504912,VET-754763,Cirugía
90334664,VET-168427,Dermatología
52338558,VET-580414,Oncología
33392113,VET-253634,Cardiología
21114491,VET-863142,Dermatología
82805445,VET-001299,Oncología
13881301,VET-680092,Cirugía
71308926,VET-051791,Cardiología
23829250,VET-823727,Medicina General
97116162,VET-602537,Cirugía
32252360,VET-982628,Medicina General
19844014,VET-604026,Oncología
22109524,VET-552731,Oncología
37519479,VET-666676,Dermatología
23844581,VET-557720,Oncología
50563553,VET-935562,Cardiología
84888441,VET-754753,Oncología
15357466,VET-613515,Cirugía
60556301,VET-998546,Cardiología
41182420,VET-894326,Cirugía
19090711,VET-554500,Cardiología
90092704,VET-912026,Cardiología
25684842,VET-595375,Medicina General
36260737,VET-123494,Cardiología
11979098,VET-837748,Oncología
83409914,VET-924243,Medicina General
64402493,VET-716292,Dermatología
37696627,VET-437309,Cirugía
26945459,VET-261980,Cardiología
20841592,VET-343656,Cardiología
43921525,VET-895906,Dermatología
73833547,VET-131988,Oncología
61349065,VET-829402,Oncología
25976815,VET-357360,Dermatología
99296738,VET-192189,Oncología
97765828,VET-265459,Cirugía
24969605,VET-284402,Dermatología
65793570,VET-922797,Medicina General
15281286,VET-236725,Cirugía
62107040,VET-438523,Cardiología
69207071,VET-625004,Cardiología
90762149,VET-239750,Oncología
66923095,VET-333096,Cirugía
76795111,VET-808591,Oncología
73003423,VET-226845,Dermatología
19766735,VET-791410,Dermatología
67051913,VET-852734,Dermatología
29336630,VET-907765,Cirugía
33691096,VET-369605,Cardiología
19779753,VET-146557,Cirugía
33861508,VET-662044,Cardiología
55882624,VET-954435,Cirugía
50412669,VET-235512,Cirugía
42043886,VET-301925,Medicina General
93018927,VET-840570,Medicina General
24092737,VET-379419,Cardiología
86501604,VET-562095,Medicina General
68436487,VET-346734,Cardiología
74571578,VET-182102,Medicina General
30767135,VET-876972,Dermatología
13863209,VET-720115,Cardiología
65252526,VET-941909,Cardiología
91957921,VET-087316,Cirugía
76679160,VET-127167,Oncología
69650992,VET-189859,Cirugía
71994008,VET-188564,Dermatología
92012077,VET-171415,Cirugía
98517478,VET-322808,Oncología
82445213,VET-721321,Cardiología
53042186,VET-331683,Medicina General
93366611,VET-678889,Medicina General
32488613,VET-305864,Medicina General
12852421,VET-479761,Medicina General
35223733,VET-311580,Medicina General
28527681,VET-791664,Cirugía
99574241,VET-738023,Cardiología
40440284,VET-979110,Cardiología
25294735,VET-058601,Cirugía
39400273,VET-618140,Cirugía
86820148,VET-520177,Oncología
32165273,VET-512053,Cardiología
78868280,VET-918862,Medicina General
21950078,VET-184967,Medicina General
14539912,VET-015673,Medicina General
65993035,VET-278519,Cardiología
82338164,VET-425379,Oncología
11210197,VET-505832,Oncología
56065078,VET-498056,Cardiología
55032722,VET-983971,Dermatología
47288760,VET-760109,Cirugía
71408413,VET-320468,Oncología
71369145,VET-470150,Dermatología
32204712,VET-629790,Cirugía
47647713,VET-730634,Dermatología
25590937,VET-090407,Dermatología
76440388,VET-653117,Dermatología
56039848,VET-707460,Cirugía
78754364,VET-449457,Cirugía
76850789,VET-650627,Medicina General
14238055,VET-098411,Oncología
85101384,VET-849613,Oncología
66404318,VET-591792,Medicina General
97243820,VET-315308,Oncología
11922622,VET-332881,Dermatología
20431094,VET-007237,Cardiología
68622693,VET-420247,Dermatología
27651957,VET-259812,Oncología
83124136,VET-561690,Dermatología
86602700,VET-068348,Oncología
97137346,VET-149630,Oncología
51440322,VET-187306,Cardiología
33097004,VET-379160,Medicina General
34678469,VET-022071,Cirugía
20806168,VET-465207,Medicina General
78141602,VET-437822,Cardiología
85020250,VET-039401,Cirugía
44842758,VET-654478,Dermatología
12437138,VET-571416,Oncología
55649017,VET-105160,Oncología
82386560,VET-848152,Dermatología
10245031,VET-183156,Medicina General
53459529,VET-075127,Dermatología
53282002,VET-766928,Cardiología
58070871,VET-764660,Cirugía
57516822,VET-006068,Dermatología
85747562,VET-070471,Cardiología
57446006,VET-336546,Oncología
83723965,VET-047832,Oncología
23916876,VET-392129,Medicina General
41014371,VET-956465,Cardiología
27964330,VET-489611,Dermatología
11383628,VET-936214,Cardiología
32983601,VET-417187,Dermatología
10846920,VET-816872,Cardiología
61706962,VET-168962,Cirugía
27866875,VET-939373,Cirugía
68162154,VET-932491,Dermatología
90791627,VET-852901,Cardiología
22213583,VET-722026,Oncología
69776003,VET-449393,Medicina General
61981510,VET-463712,Medicina General
56607576,VET-327939,Dermatología
38390417,VET-812321,Cirugía
31414345,VET-903908,Oncología
41975400,VET-729502,Medicina General
87174966,VET-598342,Dermatología
53930022,VET-030200,Medicina General
33500736,VET-251999,Cardiología
57482849,VET-765292,Dermatología
62528831,VET-206818,Oncología
73843066,VET-612449,Medicina General
58276465,VET-725831,Cirugía
27128110,VET-092763,Oncología
73501674,VET-817335,Cardiología
99493840,VET-180859,Cirugía
95820973,VET-941339,Medicina General
96431242,VET-346681,Oncología
43837965,VET-075912,Medicina General
62684919,VET-828900,Medicina General
64938472,VET-533149,Cardiología
58522295,VET-766941,Cardiología
95118200,VET-548166,Cardiología
19184202,VET-487256,Cardiología
91498093,VET-506572,Cirugía
13440396,VET-481586,Dermatología
58634154,VET-769519,Cirugía
72908321,VET-551163,Cirugía
31288376,VET-198742,Cardiología
47248649,VET-539210,Cirugía
73166135,VET-239999,Oncología
67699924,VET-419032,Dermatología
54910771,VET-719232,Oncología
34015652,VET-550696,Oncología
45738219,VET-351518,Oncología
64809296,VET-024292,Dermatología
88090009,VET-909583,Medicina General
81585493,VET-076577,Cirugía
23594459,VET-445184,Cardiología
10659765,VET-215135,Cardiología
78668591,VET-981501,Cardiología
96240213,VET-731087,Cardiología
36162299,VET-497176,Cirugía
11115759,VET-803419,Cirugía
79147149,VET-432111,Dermatología
86802647,VET-038091,Oncología
71890166,VET-693165,Medicina General
94545219,VET-223709,Medicina General
81732610,VET-197259,Dermatología
93067642,VET-501837,Medicina General
68538262,VET-025647,Cardiología
72258225,VET-326122,Cirugía
72239195,VET-204257,Oncología
66421618,VET-542449,Oncología
42849087,VET-071152,Medicina General
78832101,VET-555152,Medicina General
49742574,VET-540432,Dermatología
19612586,VET-601337,Cardiología
27346714,VET-733914,Oncología
80739539,VET-617124,Dermatología
28194758,VET-528822,Medicina General
95263883,VET-988948,Cirugía
88882864,VET-359423,Medicina General
60427707,VET-530601,Dermatología
33719415,VET-679251,Oncología
97629781,VET-362170,Medicina General
62126914,VET-969701,Dermatología
99387751,VET-349125,Dermatología
72229474,VET-013688,Cardiología
94425740,VET-693410,Medicina General
50882693,VET-249779,Dermatología
62956407,VET-389015,Cirugía
29909791,VET-090540,Oncología
18088643,VET-813663,Dermatología
11764931,VET-741307,Cardiología
26225626,VET-012076,Cardiología
41846269,VET-551480,Cirugía
91243809,VET-299904,Oncología
65864140,VET-033418,Oncología
54837792,VET-144236,Cardiología
78053093,VET-846950,Medicina General
69110772,VET-663125,Medicina General
29571373,VET-319275,Cardiología
67917631,VET-318069,Dermatología
74227470,VET-315314,Cardiología
72154612,VET-792320,Medicina General
14569084,VET-036172,Cardiología
27100769,VET-298469,Medicina General
31663102,VET-848871,Medicina General
64215052,VET-883457,Cirugía
57829325,VET-603936,Medicina General
81462673,VET-137918,Dermatología
50655282,VET-820316,Cardiología
36752918,VET-326252,Cardiología
71371977,VET-487328,Cardiología
97956592,VET-164968,Cirugía
11851615,VET-877470,Medicina General
85481714,VET-748568,Cardiología
46291035,VET-703037,Cirugía
83536684,VET-042703,Cirugía
14679388,VET-265080,Cardiología
33796427,VET-408442,Dermatología
76974236,VET-750866,Cirugía
88830413,VET-522758,Dermatología
17337578,VET-337042,Oncología
12933379,VET-717227,Cardiología
76928770,VET-373337,Cardiología
21382519,VET-122484,Cirugía
44882104,VET-419232,Oncología
13123840,VET-898905,Dermatología
59340044,VET-510504,Oncología
42569797,VET-489500,Cirugía
38925672,VET-864553,Oncología
79231273,VET-085770,Dermatología
62871065,VET-756539,Medicina General
91848144,VET-926177,Medicina General
56971521,VET-532305,Medicina General
33509774,VET-186269,Cardiología
75379507,VET-405192,Oncología
50155273,VET-212384,Oncología
99721028,VET-045653,Dermatología
85544762,VET-114294,Oncología
52640918,VET-465091,Cirugía
54459296,VET-281305,Medicina General
28293871,VET-654626,Medicina General
81198693,VET-852885,Medicina General
16967158,VET-724329,Oncología
99731275,VET-569552,Oncología
28221458,VET-249480,Medicina General
98374704,VET-450516,Medicina General
97648984,VET-376790,Cardiología
85242551,VET-505566,Cardiología
17225572,VET-212251,Cardiología
13521355,VET-100715,Cirugía
96845181,VET-458494,Cirugía
55730765,VET-950483,Cardiología
70244173,VET-740813,Dermatología
75533868,VET-779975,Dermatología
37680211,VET-467431,Medicina General
21924169,VET-201542,Oncología
48530896,VET-089233,Oncología
55482331,VET-599767,Dermatología
14343311,VET-527889,Cirugía
33834820,VET-845656,Medicina General
78887054,VET-460653,Dermatología
82870283,VET-377381,Cardiología
53042639,VET-139855,Oncología
91383808,VET-416655,Oncología
63840956,VET-125260,Cirugía
72420963,VET-593672,Oncología
65760919,VET-984806,Oncología
63731999,VET-302068,Dermatología
82263199,VET-564177,Dermatología
86323557,VET-947051,Cirugía
58210449,VET-372231,Cardiología
55423866,VET-402397,Cardiología
61200331,VET-048961,Oncología
45018741,VET-263312,Medicina General
17448054,VET-831552,Dermatología
16969734,VET-938788,Medicina General
45638750,VET-228557,Dermatología
35868221,VET-275782,Dermatología
23961547,VET-298200,Cardiología
61802004,VET-891394,Cardiología
56163695,VET-371916,Oncología
44337927,VET-462908,Cardiología
60049716,VET-613969,Medicina General
44933877,VET-823639,Cardiología
24683618,VET-902259,Medicina General
82588564,VET-776177,Dermatología
31753354,VET-457573,Cirugía
52079252,VET-185670,Cirugía
30604058,VET-930529,Dermatología
23907816,VET-486922,Cirugía
55165143,VET-111753,Cirugía
55599371,VET-199039,Oncología
37982639,VET-405853,Medicina General
99902082,VET-849217,Dermatología
89360981,VET-976152,Oncología
21533096,VET-745264,Cardiología
25206561,VET-035811,Dermatología
14141702,VET-520712,Cardiología
67663298,VET-373168,Medicina General
69363063,VET-229124,Dermatología
55012213,VET-990817,Cardiología
32778072,VET-253597,Medicina General
73544780,VET-887693,Cirugía
97476561,VET-849556,Medicina General
63144777,VET-180373,Medicina General
32203934,VET-893126,Cirugía
45961310,VET-601884,Cirugía
46350695,VET-101657,Oncología
95986865,VET-764784,Dermatología
94884831,VET-595510,Cardiología
13336768,VET-853103,Medicina General
41635522,VET-745984,Cirugía
39026023,VET-283339,Dermatología
13565992,VET-175363,Cardiología
49004566,VET-829853,Medicina General
82787577,VET-136422,Oncología
10550732,VET-286136,Cirugía
76848249,VET-446133,Medicina General
55193426,VET-441199,Dermatología
23837992,VET-670759,Medicina General
92698618,VET-309708,Oncología
50083926,VET-138773,Oncología
65446116,VET-450112,Oncología
72609059,VET-051978,Dermatología
40566033,VET-297801,Cardiología
46048605,VET-339401,Medicina General
65999949,VET-288469,Dermatología
80487875,VET-651740,Dermatología
51974373,VET-790318,Cardiología
60121597,VET-041453,Oncología
57591226,VET-425069,Dermatología
51928066,VET-662719,Cirugía
30883629,VET-490520,Oncología
33516345,VET-964062,Cirugía
68930077,VET-627310,Dermatología
86011960,VET-814630,Dermatología
22921786,VET-846779,Cardiología
47006588,VET-201166,Medicina General
86972527,VET-021129,Dermatología
33102518,VET-366585,Dermatología
20855502,VET-330225,Cirugía
45737172,VET-264927,Cirugía
54069661,VET-510162,Medicina General
29203887,VET-905981,Cirugía
94604816,VET-171388,Cirugía
10974661,VET-331749,Cirugía
36279669,VET-100027,Dermatología
95481501,VET-482913,Medicina General
29226434,VET-719240,Cardiología
24854605,VET-349479,Cardiología
46693515,VET-920855,Cardiología
94867745,VET-787183,Cardiología
91812496,VET-943352,Cardiología
58297178,VET-206282,Medicina General
35786326,VET-670819,Cirugía
31200748,VET-185609,Medicina General
89108210,VET-936615,Medicina General
24287356,VET-896970,Dermatología
48926397,VET-530497,Medicina General
88270886,VET-334228,Dermatología
93971336,VET-911183,Dermatología
34101522,VET-053114,Cirugía
76663782,VET-771304,Oncología
98794177,VET-609092,Medicina General
18642700,VET-563310,Medicina General
59365843,VET-136357,Dermatología
88451679,VET-609112,Medicina General
72939416,VET-332282,Dermatología
75116573,VET-248449,Medicina General
79389168,VET-717014,Cirugía
27026278,VET-241132,Cirugía
66161674,VET-980292,Cardiología
21773054,VET-415191,Medicina General
64397233,VET-451702,Cirugía
75332297,VET-858828,Medicina General
95190109,VET-770832,Dermatología
43620264,VET-635243,Dermatología
43351228,VET-398563,Oncología
90837833,VET-549052,Dermatología
81834479,VET-646441,Dermatología
13801355,VET-890135,Cardiología
68120241,VET-176179,Dermatología
57336166,VET-176830,Dermatología
30176163,VET-669321,Cardiología
41978759,VET-363825,Oncología
15630569,VET-570111,Oncología
41350656,VET-334045,Cirugía
61700841,VET-632578,Dermatología
58477513,VET-477145,Medicina General
88156556,VET-122120,Dermatología
50588903,VET-189061,Dermatología
22841926,VET-526306,Cirugía
56205678,VET-942352,Medicina General
96331860,VET-380261,Oncología
10066377,VET-703423,Cardiología
11360786,VET-067608,Cardiología
93419187,VET-512447,Dermatología
56321263,VET-315732,Dermatología
63742639,VET-874959,Medicina General
21017407,VET-634712,Cirugía
33853621,VET-294117,Dermatología
22963746,VET-221257,Cardiología
60545413,VET-869839,Cirugía
17948195,VET-440539,Cirugía
37159745,VET-671428,Oncología
39325932,VET-338419,Dermatología
45953054,VET-907633,Cardiología
57591508,VET-641608,Cirugía
96567405,VET-900837,Cirugía
91456152,VET-226105,Cardiología
93050932,VET-608581,Cirugía
54361923,VET-775247,Medicina General
18571279,VET-364702,Cirugía
89555728,VET-179436,Cirugía
60339413,VET-252394,Cirugía
28843622,VET-588816,Oncología
90773555,VET-388166,Cardiología
20305835,VET-378499,Medicina General
19613370,VET-809001,Cardiología
56260796,VET-404383,Oncología
84786974,VET-019152,Dermatología
32749223,VET-168253,Dermatología
73029753,VET-325840,Cardiología
46835356,VET-519271,Oncología
96221228,VET-105282,Cirugía
15272248,VET-677412,Cirugía
83787642,VET-330836,Cardiología
80151171,VET-855268,Dermatología
21615358,VET-252790,Dermatología
80623160,VET-311671,Cirugía
67479782,VET-490975,Dermatología
39853574,VET-002800,Medicina General
38100198,VET-611063,Cirugía
22850208,VET-560391,Cirugía
67136214,VET-970809,Dermatología
14770615,VET-466786,Medicina General
17171491,VET-215541,Oncología
55038502,VET-361277,Cardiología
80163663,VET-744094,Dermatología
45094801,VET-465408,Dermatología
16551499,VET-832403,Dermatología
52402009,VET-590293,Cardiología
37222882,VET-362516,Medicina General
79543338,VET-106354,Medicina General
74341845,VET-534990,Cardiología
24121792,VET-338322,Oncología
64014849,VET-871906,Medicina General
10528275,VET-016299,Cirugía
34892940,VET-206088,Oncología
76531335,VET-939172,Medicina General
87620785,VET-125739,Medicina General
34578504,VET-775614,Medicina General
33008451,VET-734710,Cirugía
46179138,VET-733514,Cardiología
25109147,VET-678550,Oncología
92911825,VET-712099,Dermatología
99088667,VET-182802,Cirugía
89723707,VET-886707,Oncología
92597562,VET-781530,Oncología
77473222,VET-788813,Cirugía
88416872,VET-574170,Dermatología
22734810,VET-036124,Cirugía
56719954,VET-241516,Cirugía
74839754,VET-860427,Oncología
71075084,VET-160457,Cardiología
41261088,VET-859851,Oncología
26163980,VET-799938,Cirugía
90103158,VET-554745,Cirugía
28421122,VET-133606,Oncología
64304550,VET-399321,Oncología
61109385,VET-607449,Oncología
16892262,VET-201677,Oncología
87532379,VET-045107,Cirugía
29422896,VET-360407,Dermatología
52917256,VET-445741,Dermatología
44531663,VET-379576,Medicina General
40373957,VET-307687,Dermatología
79029933,VET-888627,Dermatología
56970032,VET-159956,Medicina General
57385076,VET-870058,Medicina General
86459028,VET-562430,Cardiología
64574406,VET-980443,Cardiología
86434487,VET-463658,Medicina General
15226956,VET-949067,Cardiología
75202544,VET-033436,Dermatología
25254358,VET-913046,Cirugía
80374905,VET-273943,Oncología
39336338,VET-850316,Cirugía
13757521,VET-087348,Cirugía
56782421,VET-534428,Cirugía
58694085,VET-063710,Cirugía
88179966,VET-822095,Dermatología
60095634,VET-527796,Medicina General
98693844,VET-947254,Cardiología
12440289,VET-231500,Dermatología
50904877,VET-631293,Cardiología
87751526,VET-112132,Cirugía
72195287,VET-414564,Cirugía
86596250,VET-657519,Cirugía
23294288,VET-147877,Oncología
82948675,VET-546302,Cardiología
61359607,VET-181491,Dermatología
32265176,VET-166956,Oncología
82609600,VET-678939,Oncología
39750191,VET-424453,Cirugía
30142149,VET-515483,Cirugía
56138044,VET-413487,Medicina General
26596358,VET-325987,Cirugía
29714055,VET-935817,Dermatología
67017068,VET-022610,Oncología
99541994,VET-182321,Cirugía
46177198,VET-430841,Cardiología
61597987,VET-110264,Dermatología
87708669,VET-147335,Cardiología
61090031,VET-521163,Cirugía
80405719,VET-692390,Oncología
17000679,VET-149867,Medicina General
91876500,VET-683093,Medicina General
98013242,VET-948659,Cardiología
30639979,VET-333586,Cirugía
86177451,VET-877679,Medicina General
10073775,VET-646008,Dermatología
12369744,VET-314820,Medicina General
76101232,VET-485198,Cardiología
46660378,VET-429748,Medicina General
51961919,VET-107259,Cardiología
59638004,VET-274840,Medicina General
17139446,VET-929196,Dermatología
87266994,VET-504649,Cardiología
33331235,VET-559439,Cardiología
44096855,VET-452428,Medicina General
37840887,VET-500851,Dermatología
74338869,VET-464423,Cardiología
45668175,VET-700547,Dermatología
53875563,VET-685888,Cirugía
87813496,VET-789221,Cirugía
12405541,VET-906287,Cardiología
28130036,VET-954949,Oncología
23623501,VET-316239,Cirugía
19691697,VET-461379,Cardiología
97719739,VET-989179,Cirugía
87963241,VET-868970,Oncología
87310640,VET-000817,Cirugía
33246783,VET-918281,Medicina General
32663958,VET-973818,Dermatología
86609228,VET-927611,Dermatología
89833477,VET-240475,Dermatología
18107607,VET-013693,Medicina General
31351977,VET-002518,Cardiología
47824551,VET-964408,Dermatología
61579989,VET-669237,Dermatología
96420362,VET-529973,Cirugía
86708419,VET-237840,Cardiología
48312342,VET-372098,Dermatología
60914743,VET-045304,Cardiología
26723911,VET-602757,Oncología
25553363,VET-120349,Medicina General
99319716,VET-957608,Dermatología
70454768,VET-884097,Dermatología
30945420,VET-857712,Cirugía
88758123,VET-069615,Medicina General
12817413,VET-881346,Medicina General
17826106,VET-581490,Medicina General
83768398,VET-798710,Cardiología
63049091,VET-292887,Oncología
15054386,VET-370305,Medicina General
40590773,VET-052582,Cardiología
16606793,VET-931148,Medicina General
17623215,VET-948014,Cardiología
99130865,VET-453868,Medicina General
99444457,VET-761213,Medicina General
53353230,VET-236877,Dermatología
31298728,VET-780698,Cirugía
86740489,VET-563020,Oncología
84854246,VET-720300,Cirugía
27631024,VET-036426,Cirugía
24112512,VET-071829,Medicina General
27804323,VET-409636,Medicina General
36772431,VET-119726,Cardiología
62620073,VET-861790,Oncología
92110452,VET-073371,Cardiología
33548182,VET-410063,Dermatología
89247868,VET-579139,Dermatología
79233452,VET-683440,Cirugía
69353382,VET-197482,Dermatología
81969804,VET-032319,Cardiología
21652873,VET-912790,Dermatología
23674365,VET-953276,Medicina General
32116739,VET-649984,Cardiología
12744237,VET-713398,Cardiología
26239796,VET-081113,Cardiología
74143379,VET-146777,Cirugía
62307952,VET-011498,Cardiología
42025401,VET-479671,Medicina General
40199942,VET-503962,Cardiología
60413149,VET-426465,Dermatología
66922574,VET-835586,Cirugía
35773024,VET-841939,Cirugía
77278922,VET-589427,Oncología
56357538,VET-470373,Medicina General
21346047,VET-350759,Cirugía
80023299,VET-909882,Cirugía
72303337,VET-460030,Medicina General
33422487,VET-268532,Dermatología
80122042,VET-238607,Oncología
26151211,VET-805301,Cardiología
61391022,VET-840396,Medicina General
69164639,VET-930903,Cardiología
38992862,VET-239136,Cirugía
82192589,VET-006666,Medicina General
36579306,VET-156171,Cirugía
29586616,VET-368935,Medicina General
93894388,VET-258537,Cirugía
70983921,VET-034169,Cirugía
54192474,VET-833790,Dermatología
57645061,VET-428353,Cardiología
91240995,VET-805110,Oncología
28696787,VET-698595,Cardiología
39498801,VET-779038,Medicina General
30478366,VET-885263,Dermatología
46916608,VET-126733,Medicina General
43244365,VET-210636,Medicina General
68731382,VET-597590,Oncología
58446300,VET-825665,Medicina General
26728668,VET-100884,Medicina General
88354584,VET-950728,Cardiología
73172676,VET-154883,Oncología
68858026,VET-505843,Cardiología
66860618,VET-044982,Medicina General
23346310,VET-671429,Cirugía
26187482,VET-541413,Dermatología
90154593,VET-470444,Cardiología
62867226,VET-541117,Medicina General
97500426,VET-976825,Dermatología
15623374,VET-623553,Cirugía
30163476,VET-802428,Dermatología
31614321,VET-757612,Cardiología
85520510,VET-103575,Medicina General
76762320,VET-484587,Medicina General
47887441,VET-012799,Dermatología
47365214,VET-265572,Cirugía
27473714,VET-015366,Cirugía
27968198,VET-460109,Cardiología
84061636,VET-139760,Cardiología
11081434,VET-954014,Cirugía
24504222,VET-191958,Cardiología
47519548,VET-326705,Dermatología
33487216,VET-591375,Dermatología
12669113,VET-575873,Oncología
55391122,VET-198972,Medicina General
17932835,VET-897864,Medicina General
44565398,VET-252010,Dermatología
47719093,VET-011471,Dermatología
22665848,VET-499080,Oncología
