id,dni_persona,nombre,ruc_proveedor,stock,precio
33146,94586436,in,48977858141,764,22.98
28018,47026581,aperiam,61844512834,393,21.74
28019,97080641,deserunt,80534553824,752,170.23
28020,95726245,amet,63793565425,57,16.88
28021,22050518,architecto,88626855653,482,14.87
28022,48237110,pariatur,37584525171,407,181.66
28023,36244272,possimus,51886184330,497,66.58
28024,64224187,vitae,13616266263,888,59.23
28025,25690979,nobis,23570767873,73,149.67
28026,84631419,explicabo,20886997483,750,87.0
28027,31959091,saepe,65657605635,413,105.15
28028,56094245,velit,33216887618,868,33.68
28029,66830502,voluptatum,51454409350,14,24.88
28030,65298424,quae,86800733227,943,33.27
28031,34679692,assumenda,98562632178,156,171.82
28032,86467065,esse,38636346807,150,103.26
28033,88764196,atque,62527580059,947,90.44
28034,85020703,eos,10220073849,981,190.09
28035,58335861,exercitationem,90292334298,160,40.31
28036,41908934,dolorem,52267784056,405,176.32
28037,31529743,nisi,37170636101,721,6.45
28038,68513622,dicta,97044198957,19,114.75
28039,30482974,aliquid,43815211143,934,7.52
28040,31488705,beatae,87379168717,67,15.39
28041,82051484,fugit,95712242392,776,95.56
28042,91364573,nemo,96087575083,124,103.93
28043,74248397,beatae,10394353219,961,144.58
28044,95433326,nihil,77190490825,398,136.08
28045,41709858,quis,99399864756,552,159.05
28046,12298762,voluptatem,15611972762,20,118.08
28047,14918125,assumenda,65078785809,149,5.6
28048,84806707,quaerat,27575671761,83,83.28
28049,39085680,neque,67534722692,740,118.47
28050,17406264,aspernatur,54786959548,655,135.4
28051,97467026,voluptas,61750900188,670,85.32
28052,89087624,officiis,88568114525,732,170.71
28053,99980161,assumenda,19673981271,295,98.83
28054,70634053,veritatis,73814076987,902,101.12
28055,75406739,impedit,48984779923,134,29.55
28056,95516945,accusantium,60732777527,473,19.45
28057,91619014,minima,10927281014,23,46.32
28058,18763768,recusandae,52893420835,773,107.5
28059,43368569,consequuntur,69143612199,184,86.85
28060,43826502,atque,93031282344,370,192.84
28061,61665146,occaecati,42679080049,295,50.29
28062,93998968,ut,65699373597,171,109.18
28063,43986778,fugiat,80880506395,868,65.82
28064,76627777,ullam,73340963587,38,190.13
28065,33109113,assumenda,49306768654,532,165.64
28066,16715219,saepe,62524119615,657,28.04
28067,67265239,voluptatem,16639269447,472,18.79
28068,12881130,neque,82607376841,846,172.39
28069,31101061,odit,53763987150,654,8.18
28070,86471954,debitis,62185704100,596,34.99
28071,16711241,corrupti,33581291212,321,94.64
28072,59400280,quos,89596963323,500,11.68
28073,72732682,exercitationem,19322721451,562,25.4
28074,28061336,reiciendis,81510946845,293,198.77
28075,79599642,rerum,42163065946,797,179.46
28076,83055037,nobis,62984247348,456,194.17
28077,66351040,id,22721286646,331,107.89
28078,16968015,impedit,92337394647,94,191.51
28079,64179108,facilis,34035994691,470,93.28
28080,58200110,veritatis,30707796565,897,39.0
28081,49715890,sapiente,73659680424,295,168.2
28082,59801233,illum,88650452705,190,147.93
28083,43538903,iusto,93703097036,773,172.17
28084,29989416,itaque,80053029707,372,59.34
28085,97879650,voluptatibus,45633851591,532,52.02
28086,66014284,temporibus,33812899796,611,12.86
28087,79994602,tenetur,34701621830,974,22.38
28088,37046450,debitis,40719764979,141,131.42
28089,79672275,quas,68026246332,572,74.99
28090,84463340,quisquam,48129048124,134,190.03
28091,33513891,tempora,57989328805,765,141.51
28092,26093932,ipsa,58642946413,844,142.75
28093,55688924,similique,32724614906,472,17.46
28094,51761989,hic,49830608369,877,121.17
28095,49488966,facere,11873079779,194,36.42
28096,69897369,iste,32539287369,385,79.18
28097,42596479,molestiae,54808744265,383,25.35
28098,95257331,excepturi,61060166439,754,110.05
28099,36837828,quis,46867198510,412,88.96
28100,77351169,delectus,16275799660,94,155.74
28101,79978010,animi,27447961844,894,36.56
28102,83608470,quae,99551832466,604,89.99
28103,45834014,earum,19422920934,222,174.5
28104,60373795,natus,36469521949,500,153.48
28105,63521266,sequi,54257212543,697,97.78
28106,19921471,dolorum,62004354688,876,188.47
28107,65102450,adipisci,74161558682,268,32.67
28108,54443503,omnis,64072459905,372,150.61
28109,36626070,voluptatum,42624346209,56,170.21
28110,20463183,facere,77944444052,642,170.89
28111,69784384,numquam,40899877019,971,156.75
28112,21201667,neque,64128169850,651,165.16
28113,59134007,ea,48868618198,59,117.8
28114,36281894,dolorem,27304052219,98,10.84
28115,90095108,eius,99515258999,448,28.61
28116,15385785,cumque,35345806803,249,139.08
28117,27305187,officiis,70685395709,643,57.21
28118,26814499,hic,53215380819,729,26.0
28119,80830351,rerum,92966390836,178,112.79
28120,73451872,voluptate,44637799611,229,137.88
28121,32939842,totam,12695816900,591,72.66
28122,76561080,iure,63504546654,176,36.56
28123,26548352,sint,74538749254,293,172.65
28124,37704537,voluptate,73911628780,716,61.93
28125,15318537,voluptates,17542750772,646,195.58
28126,85181455,ratione,72051511789,461,188.67
28127,39732884,non,27220997288,848,92.4
28128,59911674,minima,67960199631,115,61.79
28129,45537711,itaque,68117705613,835,41.08
28130,33902350,minus,74217440266,501,172.26
28131,53022916,quo,18942050057,292,49.78
28132,22915036,voluptate,51581550378,295,26.61
28133,50973257,fuga,80730791776,405,49.3
28134,43464703,reiciendis,38534085300,414,139.75
28135,98568926,iusto,64221347482,271,179.57
28136,20162749,soluta,27435789446,114,153.35
28137,38449459,dolores,53553908537,601,98.18
28138,78350762,in,74256091506,738,62.91
28139,88110045,similique,48984779923,116,51.67
28140,61351987,dolorum,40499571006,754,23.82
28141,97112365,quisquam,15969642617,94,194.59
28142,42302568,eos,51161442057,860,80.52
28143,39995995,dicta,77763326494,89,156.01
28144,89278669,in,15078002645,453,25.97
28145,59362887,voluptatum,97015695560,984,43.74
28146,43956314,sed,59127498667,159,16.58
28147,37832211,mollitia,23669907818,519,154.04
28148,92086411,cupiditate,84766398802,953,98.6
28149,49570939,dolorum,31115331402,279,82.51
28150,53357353,nemo,77213575868,137,149.63
28151,68929029,reprehenderit,28765982954,876,98.12
28152,11078347,reprehenderit,24657330859,292,169.87
28153,60350117,at,47463314711,346,195.14
28154,44707045,nihil,36661217063,448,146.94
28155,59320797,molestias,76858792086,137,177.62
28156,33866580,aspernatur,45978413713,273,102.66
28157,83037496,excepturi,27507910227,903,115.68
28158,20990861,officia,65903517196,910,24.6
28159,42671979,dolorum,36062621976,27,108.45
28160,57899631,praesentium,10938923062,357,108.47
28161,79074401,iure,89421003400,41,180.02
28162,87432628,minima,31115331402,215,180.03
28163,49715890,illum,27237300120,101,111.9
28164,17287153,voluptate,35570627443,918,138.15
28165,47728171,recusandae,97966061481,626,32.23
28166,13110275,dolore,43195135073,989,11.75
28167,78564869,assumenda,91345561343,498,125.38
28168,13392522,quis,12014090932,304,28.72
28169,19284690,architecto,57268585893,733,197.87
28170,11528188,quod,13425329792,467,179.41
28171,43280108,cumque,31407450481,798,39.81
28172,31185698,incidunt,78488669111,129,100.34
28173,76738940,qui,68453571872,331,116.62
28174,98773512,maxime,27232607518,639,7.9
28175,70832330,ullam,78879424846,628,42.96
28176,16065613,sint,13277843196,484,183.13
28177,90969730,fugiat,35323658564,609,123.82
28178,29607807,labore,14844832882,773,175.98
28179,81738926,perferendis,54843984538,297,168.81
28180,63777099,earum,64999795030,751,102.81
28181,41389714,exercitationem,32266374406,913,101.56
28182,35684529,reiciendis,75050920196,356,134.81
28183,53856094,laboriosam,53956945752,834,99.23
28184,97844053,fugit,54230931860,801,69.56
28185,67501395,tenetur,54661806384,957,105.37
28186,99460910,aut,44838464848,345,15.02
28187,33676377,sapiente,52249012705,526,181.99
28188,61345897,veritatis,31937049736,349,83.03
28189,22892809,laboriosam,14241206903,544,112.57
28190,39692444,dolores,30555436636,760,45.36
28191,76249653,vel,98966447144,756,56.94
28192,62291183,porro,97092957699,906,122.43
28193,20957245,sit,25100957434,344,146.7
28194,71054087,impedit,99808398775,1000,167.54
28195,70225995,id,50527911461,626,113.2
28196,43000745,qui,96198548642,679,122.62
28197,63489416,non,89590261009,324,166.71
28198,73778862,architecto,24496200461,35,15.99
28199,43442201,maiores,69717530311,339,37.36
28200,78664807,eveniet,39125853277,256,157.12
28201,97865783,reiciendis,85310203813,664,76.08
28202,90297889,sunt,54784789308,764,76.46
28203,76620093,officia,11310117069,846,72.97
28204,45864230,molestiae,10964183244,504,115.95
28205,85020703,nulla,90889965913,538,136.8
28206,17275024,nulla,98391631232,858,154.54
28207,49598850,nemo,17870318611,954,128.33
28208,63201676,sunt,80568980249,631,83.01
28209,60455647,nostrum,45010895317,586,193.66
28210,47343819,ipsum,69171737501,276,138.99
28211,61344650,necessitatibus,71188110203,256,132.2
28212,98411356,ipsum,27682814769,841,8.83
28213,74039621,perferendis,42852241131,767,96.05
28214,16278998,iusto,75295160910,252,18.89
28215,76249653,eveniet,86596304805,398,96.61
28216,45304381,vero,71742182002,574,5.41
28217,10988979,nostrum,89455730269,746,32.19
28218,69796788,nesciunt,49443582371,775,90.66
28219,54373725,omnis,91765821194,292,51.22
28220,33529638,nobis,64865345482,75,23.49
28221,50640653,quae,59170468346,617,31.88
28222,56273255,sit,38871026271,854,161.79
28223,87832413,totam,88839504588,61,52.47
28224,81925741,quos,39128677181,357,101.12
28225,11601255,id,92961441341,504,29.89
28226,55486289,veritatis,26786645258,66,190.94
28227,87266370,molestiae,53043133248,927,171.37
28228,15070767,sapiente,97508152245,182,32.86
28229,26281351,eveniet,63956622736,649,163.59
28230,53608630,fugit,62807313689,223,78.19
28231,82546495,quisquam,35717293149,305,198.39
28232,85398358,incidunt,66478758580,926,46.45
28233,63669235,illo,54290956171,263,156.39
28234,85927893,deserunt,56897730477,403,179.72
28235,63704095,et,54975920408,461,52.86
28236,73980479,minus,51587696224,545,161.44
28237,76523041,sequi,34611526404,363,17.13
28238,10733881,atque,16978960290,110,45.38
28239,11553010,nostrum,90905602611,20,61.3
28240,84570416,beatae,71839877821,936,140.46
28241,96570726,nulla,57949915029,630,32.96
28242,59169683,tenetur,35635714791,181,146.82
28243,18602522,deserunt,34402878525,223,123.41
28244,91602343,corporis,24534906955,811,74.27
28245,53443210,cum,11995764682,94,150.84
28246,13285518,aliquid,65885813720,138,33.0
28247,48428186,nemo,18076962946,52,184.5
28248,46993532,laudantium,87378684198,250,156.08
28249,69319681,quis,72156409614,236,153.28
28250,58323697,et,90772313803,652,91.15
28251,10077291,accusamus,64016872877,330,137.83
28252,34003419,earum,68692832903,677,29.84
28253,71039180,mollitia,61929041653,503,156.3
28254,11528188,inventore,26177667581,216,81.82
28255,92616335,necessitatibus,52854209156,637,151.2
28256,62838161,reiciendis,57177569506,200,167.09
28257,30314884,sint,47312234982,452,102.18
28258,21520463,quidem,58172573392,479,85.38
28259,56162673,fugiat,48129048124,678,114.97
28260,77444321,aut,29190114975,275,12.16
28261,11862679,temporibus,98674507998,49,128.23
28262,79969793,quae,74450203926,614,83.79
28263,51632136,aperiam,11791345380,218,99.21
28264,99781933,iure,74077738244,103,55.45
28265,66630759,vel,17247495470,136,62.38
28266,31491089,voluptatem,19422920934,892,192.66
28267,73778862,sit,44092949597,605,165.92
28268,95701072,quidem,92640951296,61,194.9
28269,78072052,totam,61656944523,781,195.35
28270,38750664,quae,62462498479,775,15.68
28271,68685687,repudiandae,99017818275,578,139.86
28272,36472763,distinctio,51984113903,138,107.5
28273,94606366,doloribus,55260865496,790,69.86
28274,28452908,debitis,52591864789,896,165.12
28275,26169203,officiis,32018655347,473,98.87
28276,66691896,mollitia,39598906669,626,104.68
28277,70746582,earum,73511269748,226,161.17
28278,95478085,pariatur,59189489535,333,44.34
28279,34994939,necessitatibus,53165280495,37,90.73
28280,38687726,saepe,70422840901,544,191.57
28281,39541990,explicabo,57309361286,771,37.2
28282,20303795,amet,56470107012,899,81.56
28283,82832653,assumenda,92148316278,654,77.75
28284,85100701,sequi,49576823107,628,79.66
28285,57192158,quae,69530178922,387,123.47
28286,52963512,fugiat,35423475794,321,91.06
28287,57432306,dicta,19204633551,233,133.74
28288,53015011,nobis,74758604447,61,27.07
28289,87569751,temporibus,37070584781,10,48.0
28290,61514029,esse,97724250486,910,185.59
28291,89477246,vel,33213703741,447,100.78
28292,26441074,similique,24125552511,384,85.98
28293,25541861,hic,82158892018,790,46.29
28294,18712481,a,61461591487,968,44.63
28295,58013678,dolore,52068123782,694,159.09
28296,89369371,dignissimos,68135619296,831,18.62
28297,34032559,magni,69823970821,14,165.31
28298,53022916,reiciendis,60454471480,823,144.52
28299,56839561,voluptate,11764865230,689,99.86
28300,91414492,quasi,69751964215,315,9.77
28301,95569505,fugit,69985093249,949,179.53
28302,12172762,vel,47742444932,750,129.52
28303,51910886,modi,61668331317,846,23.34
28304,24548109,itaque,28904317738,321,147.9
28305,13848985,tenetur,65657605635,788,161.7
28306,87107882,hic,75808659171,112,145.29
28307,17930343,deleniti,91681279235,955,134.78
28308,31163577,officiis,99010565628,786,87.18
28309,74587472,maiores,31052878922,514,103.29
28310,83497745,tempore,96623888182,543,88.5
28311,87727659,necessitatibus,54167889851,982,166.9
28312,95109914,aliquid,62557218510,404,15.35
28313,84946693,natus,28122300526,306,93.88
28314,39803829,culpa,17664495387,910,54.6
28315,72979620,nulla,99616851284,497,104.82
28316,89502232,optio,87544181440,241,143.6
28317,89278669,quaerat,46123074349,678,87.14
28318,33129094,iusto,40681849092,807,12.25
28319,94506990,saepe,59797612899,869,144.15
28320,15772541,nihil,16477699914,958,71.82
28321,64137521,asperiores,57883134888,256,145.24
28322,44458975,architecto,10576463393,503,129.28
28323,43103789,ducimus,70522527125,389,39.51
28324,17202630,similique,41046429396,509,55.62
28325,79955551,at,91472501332,415,44.41
28326,74408015,ipsam,67713506010,736,23.28
28327,22449917,fugiat,26244270719,665,179.86
28328,61483600,beatae,12163003967,314,12.95
28329,11233769,veniam,23078093344,152,45.8
28330,26076179,aliquam,85337982321,227,197.1
28331,53130709,atque,48947612741,808,135.38
28332,62728950,quam,15077681421,60,152.96
28333,15448101,voluptatem,81891792812,511,46.42
28334,96251345,sint,11217818138,613,74.83
28335,15134144,magnam,30051654049,572,60.34
28336,87516054,dolores,46241575710,597,126.85
28337,36626070,cumque,64279148519,150,174.8
28338,65714755,velit,18028919116,175,188.48
28339,42235610,aspernatur,99149912443,33,169.37
28340,96645081,voluptate,64642339799,403,169.72
28341,32480014,sint,65755056028,838,129.66
28342,85093405,quam,42517666570,812,106.02
28343,84926402,natus,32785273435,714,187.51
28344,89221140,debitis,34323119213,104,129.6
28345,86686416,odit,87351497537,588,161.73
28346,27240612,numquam,11383111446,902,101.43
28347,42578330,distinctio,18435976146,807,8.18
28348,73452117,nisi,32555374241,570,113.47
28349,37432958,itaque,50844481120,582,114.29
28350,99663683,ipsam,54050855884,464,109.18
28351,20709084,ullam,24925559541,847,36.3
28352,74408154,quo,59016702763,141,156.25
28353,11834951,dignissimos,95452722056,596,50.03
28354,18771934,officiis,27435789446,578,144.87
28355,26907701,eum,84039532064,993,76.38
28356,94550842,qui,39406703828,375,157.57
28357,55179089,soluta,95752136220,396,190.72
28358,39816983,voluptate,98148483491,744,177.2
28359,85518292,molestiae,51938420433,264,164.83
28360,39121037,quod,90358467061,145,54.57
28361,52345994,similique,30707796565,67,53.58
28362,84362464,eligendi,60226057261,999,74.98
28363,48128265,iure,34306440980,14,67.65
28364,39085680,totam,54029730418,559,187.25
28365,38185084,quod,59108749367,478,24.44
28366,93999719,nulla,63724849594,725,36.18
28367,38282989,at,19131570102,657,85.41
28368,22892809,culpa,33616240432,902,99.52
28369,87815653,magnam,70796295179,645,195.09
28370,82099431,dolore,68539140624,920,153.41
28371,80228130,iure,76638951252,924,162.41
28372,69030742,assumenda,13526786788,822,82.32
28373,37550270,architecto,97787357839,826,157.8
28374,98701562,consequatur,14691162756,305,151.11
28375,42708371,mollitia,41582002655,154,75.34
28376,46154698,cumque,99257322096,640,154.45
28377,48264492,ratione,37760377733,905,186.14
28378,16278998,quis,58361185278,264,184.05
28379,18161643,itaque,75509984281,111,21.95
28380,65168210,hic,57258185802,917,118.25
28381,43975735,totam,25208928599,566,192.47
28382,58555026,recusandae,86626952318,878,52.05
28383,79339171,doloribus,92678852581,157,186.3
28384,44707045,iusto,99467519240,506,150.63
28385,63936273,occaecati,92333991987,829,164.36
28386,17127262,tempore,48617465375,466,13.36
28387,45370399,autem,51356116102,766,199.41
28388,71959735,asperiores,62195872238,504,148.62
28389,63704095,autem,71522708231,47,124.76
28390,66863804,in,63649950579,643,84.99
28391,77639718,voluptatibus,18474452338,182,13.55
28392,61295263,recusandae,87596151865,979,164.71
28393,23217299,officia,64885346509,463,178.11
28394,62084517,debitis,16995086164,976,159.19
28395,56473528,sapiente,66094227342,546,176.34
28396,64737299,possimus,30312975954,534,17.38
28397,49594406,a,40146784081,798,101.15
28398,94647392,magnam,96680088774,960,178.71
28399,13859655,similique,36585777173,114,126.5
28400,65456880,ea,49858397607,581,52.0
28401,85785117,exercitationem,90358467061,946,51.16
28402,24924566,ea,39270621383,879,191.78
28403,20725164,atque,56208482418,936,139.76
28404,40009115,inventore,79985252526,347,36.43
28405,72276341,incidunt,18873583766,174,39.66
28406,20596885,aliquid,43327595583,437,35.18
28407,99906622,quae,67836639621,162,86.4
28408,17456333,nemo,71125742774,502,75.7
28409,70490904,accusamus,87416627805,240,73.88
28410,46926420,repellat,99539865133,627,193.93
28411,88643046,vitae,56262672835,137,37.71
28412,35624946,illum,53425408385,460,26.17
28413,47753534,animi,85707061595,821,34.65
28414,55688924,labore,65755056028,328,183.23
28415,16689410,explicabo,10047567440,793,79.55
28416,63204476,ipsum,41992501750,83,124.45
28417,85518292,quis,57046737490,660,81.38
28418,74095906,error,99515258999,616,149.06
28419,93575712,accusantium,69869692169,903,163.45
28420,79244411,error,30096279156,778,24.29
28421,29371170,ducimus,91997845899,537,58.45
28422,33676377,ea,11508327196,610,75.13
28423,74950650,doloribus,55872066286,664,168.67
28424,59092872,magni,86474387374,957,104.94
28425,71513968,sequi,77977692536,227,189.57
28426,68410325,sunt,86020453068,391,150.78
28427,75730705,maxime,73904065428,628,101.69
28428,64071307,tempora,21354758417,722,105.6
28429,54905817,molestias,22642650514,782,14.66
28430,60991443,sit,86840506778,977,138.42
28431,49997911,sit,62628183955,491,137.04
28432,21520722,voluptatem,88763887570,83,90.26
28433,90793595,earum,40826024445,873,53.01
28434,73940059,doloremque,82890983686,754,61.24
28435,22055126,amet,62552461206,957,94.88
28436,95713463,ratione,62006700393,537,60.3
28437,49158834,mollitia,19171942055,568,160.01
28438,13635261,cumque,40394186390,995,68.91
28439,87456044,deleniti,58800411649,97,119.76
28440,42944678,commodi,90183496768,536,66.1
28441,71418452,mollitia,67650363128,792,93.31
28442,22683981,quas,79210490376,892,166.43
28443,67159363,laborum,38502222354,479,183.54
28444,93675236,repudiandae,10268489160,345,86.26
28445,13197602,odit,89121945208,906,38.48
28446,59419535,quaerat,79449024046,846,54.03
28447,47116242,cumque,34130283425,317,118.2
28448,49715890,illo,45134064354,246,60.32
28449,53083175,aut,34624225893,396,135.4
28450,96461235,odit,62676180328,496,19.13
28451,45891210,ducimus,49141427584,59,154.36
28452,39692444,accusantium,17367570965,11,122.33
28453,20753410,quasi,43670367965,609,157.21
28454,26710707,inventore,49306768654,679,117.26
28455,20162749,voluptatibus,24125552511,599,9.95
28456,85014403,voluptates,54661806384,229,109.38
28457,37958318,itaque,98899137560,587,154.71
28458,92307453,sit,63206709926,280,155.84
28459,55725624,expedita,13454718318,455,37.29
28460,12493712,ducimus,92241885534,63,152.02
28461,30839733,distinctio,65706500617,82,94.63
28462,22780354,animi,64865345482,715,190.45
28463,54585745,nemo,67434009867,114,53.14
28464,70157478,ducimus,76858792086,209,178.39
28465,39961246,non,99702944589,508,86.96
28466,74548933,suscipit,38774030100,713,155.91
28467,17406264,impedit,62228725455,444,79.51
28468,78076585,labore,22425131623,530,50.15
28469,14810781,sed,36313826981,846,199.93
28470,61674359,officia,24831698782,739,85.95
28471,35974095,incidunt,97142937380,458,78.19
28472,13047274,perferendis,25439963042,248,58.79
28473,71923814,unde,60678329277,452,175.46
28474,83961370,eos,58887609979,182,59.66
28475,37510206,sequi,80461102860,301,105.49
28476,98660103,recusandae,61775163439,427,111.35
28477,62400464,adipisci,52249012705,608,8.33
28478,38998627,alias,22885150588,136,11.83
28479,44996282,quasi,59414020893,337,70.0
28480,23953935,quos,56753733372,146,133.82
28481,96805080,corrupti,39706163301,447,12.16
28482,17902913,laborum,26994401604,651,178.33
28483,53022916,optio,82262307497,654,78.88
28484,46288025,voluptate,99540339543,758,69.44
28485,31917771,quis,54167889851,450,52.21
28486,16968015,sunt,97024390811,520,80.12
28487,90297889,ipsum,21032879876,327,97.84
28488,20373120,officia,15503585221,195,199.89
28489,14139190,error,81788542046,441,39.17
28490,69961853,optio,87929067332,375,112.15
28491,89125077,maxime,74423518101,547,126.79
28492,60141854,tempora,27268579473,250,41.69
28493,26720813,repellendus,52169288003,838,142.65
28494,94907022,quod,62731985273,998,51.51
28495,51103397,tenetur,88075278998,15,135.79
28496,38340848,esse,24809091867,537,32.72
28497,91481016,explicabo,59646698272,893,102.98
28498,25541861,cupiditate,68583241395,417,126.03
28499,63521266,ipsam,90886308654,773,60.36
28500,57159479,expedita,53339653937,957,64.09
28501,78396761,quia,16477699914,366,86.96
28502,83420532,explicabo,62091686808,550,10.35
28503,99255567,ea,25676574410,466,52.18
28504,99297231,doloremque,65382284666,19,178.64
28505,71957346,nihil,85906494552,870,167.96
28506,65380509,repellat,61775163439,713,65.32
28507,16423208,optio,68660535684,828,147.34
28508,91070605,unde,30297948028,900,55.29
28509,44476791,esse,49874718458,570,65.54
28510,11744497,voluptates,21179520001,668,168.77
28511,83339845,incidunt,95527710011,983,122.69
28512,14044862,sint,43081906367,84,153.4
28513,84353125,ipsam,10034357490,720,177.76
28514,39106945,asperiores,38591880065,792,70.53
28515,39703966,eos,36949187367,829,102.05
28516,53684185,repellat,81614345087,137,76.18
28517,89221140,nam,45417513915,430,164.11
28518,62754477,nostrum,30785693960,787,92.43
28519,34807701,repellat,58841997684,495,177.97
28520,23437814,aut,39819876825,196,125.08
28521,15602632,voluptate,69716851145,431,46.01
28522,17976326,corrupti,28259192434,373,156.95
28523,98663958,ipsa,91175404533,456,58.36
28524,32068271,ducimus,31494338230,941,12.51
28525,87379496,veniam,53733124537,107,155.23
28526,76956769,deserunt,79567923788,176,163.02
28527,47946286,est,16220682160,54,94.85
28528,65380509,aut,54647585640,88,181.57
28529,65488179,magnam,33375294562,409,104.17
28530,68855170,hic,20668175803,401,168.65
28531,40210157,cupiditate,34506616941,787,182.27
28532,48473790,magni,49290736858,851,160.46
28533,37958318,consectetur,17991171667,589,92.22
28534,15154376,ipsa,45999375318,827,102.98
28535,99408307,placeat,54422651027,513,157.22
28536,26978974,quisquam,58092414967,140,139.31
28537,78298435,illo,49352115817,476,134.03
28538,35305073,provident,68242388725,772,83.65
28539,54303854,laborum,29631000346,374,187.77
28540,27356901,eaque,91935573706,538,62.62
28541,65399733,expedita,55483466609,741,148.54
28542,92440509,illo,57767501652,964,43.59
28543,38900321,praesentium,16377127279,956,22.91
28544,80509302,veritatis,34506616941,366,85.51
28545,75015709,sit,33836486047,565,55.48
28546,83649735,minima,14002859978,701,73.08
28547,77190846,explicabo,19756151229,129,70.33
28548,71039180,veniam,17140566930,578,124.62
28549,71923814,odit,97963821558,562,138.53
28550,32148888,illum,43436779978,569,132.54
28551,88461983,tempora,72114618784,893,164.34
36994,56038147,in,71815520517,173,78.62
28552,66242050,impedit,35717293149,727,66.63
28553,29936539,excepturi,32402038242,778,115.98
28554,60455647,perferendis,54118544606,174,46.41
28555,66481196,omnis,97849461733,787,89.05
28556,53556655,voluptatem,13253150497,883,149.41
28557,23266414,tempore,64553437146,347,192.6
28558,35643177,eligendi,90764224248,439,188.97
28559,24356136,mollitia,83685138298,560,186.1
28560,84122394,distinctio,93311600114,81,81.77
28561,37996267,mollitia,23202178914,306,22.97
28562,18603725,eos,21616073581,447,96.29
28563,15370000,nam,56854588419,729,171.26
28564,77012806,eos,73754623593,857,115.89
28565,95019127,expedita,89816315748,151,198.72
28566,79373081,id,21973554031,645,50.73
28567,38575658,reprehenderit,11911673128,133,156.32
28568,16214199,voluptas,76492883689,61,68.68
28569,21815955,sint,96649773898,617,175.23
28570,96461235,facere,77771917762,747,125.84
28571,46073836,incidunt,61931652073,151,32.99
28572,56012192,cupiditate,34511076561,788,60.4
28573,25696228,dignissimos,55605102524,761,107.5
28574,45891210,veritatis,54559609289,615,126.37
28575,84463340,dignissimos,74747653863,406,35.39
28576,91481016,vel,97141517254,805,15.37
28577,79969793,totam,79982574717,200,44.57
28578,22140699,optio,11103501890,45,77.19
28579,70670483,iure,60791641760,606,176.19
28580,94455825,ipsum,54349910506,978,58.01
28581,97372778,perspiciatis,79650008473,795,141.78
28582,59164552,blanditiis,90772174110,200,82.18
28583,53022916,dolor,84532465138,641,132.0
28584,93724073,eius,64706280241,394,22.76
28585,76177497,ratione,25824383541,44,121.93
28586,70959660,delectus,74728560078,301,114.29
28587,48821900,dolorem,87045266523,396,16.37
28588,58540529,deserunt,59432795558,714,134.97
28589,11218906,vero,19420244258,228,86.29
28590,28882338,nulla,74161019123,907,184.97
28591,27849818,sunt,70141961426,746,164.9
28592,21416992,ratione,99478390529,878,95.77
28593,49592725,quis,53964717498,470,111.11
28594,86393699,ratione,53484429163,711,51.44
28595,47764064,natus,59977112118,763,129.33
28596,57529182,quam,42622746176,735,48.59
28597,37684196,ipsam,26250566921,873,132.15
28598,31749486,in,13930776501,770,155.05
28599,57341725,repudiandae,92490965426,803,39.22
28600,78076585,nisi,23097145492,171,84.1
28601,36535074,odit,36494939865,998,110.73
28602,62088165,inventore,49875793862,240,111.52
28603,23224476,voluptatibus,67038912066,913,190.72
28604,90692386,possimus,32937445126,692,196.1
28605,94295595,laudantium,47678902983,547,116.48
28606,57835189,architecto,75808659171,89,180.42
28607,16252955,dolor,62817235327,952,117.61
28608,84804623,eius,51374654173,37,190.07
28609,86418588,at,81867052348,784,114.7
28610,61080694,asperiores,15014242773,282,115.48
28611,75015709,exercitationem,99739638294,317,71.61
28612,68505037,dignissimos,32289538033,699,116.15
28613,34967905,tenetur,15719190603,355,172.69
28614,28489369,dignissimos,62807313689,819,108.42
28615,11931663,dignissimos,44721026442,599,107.87
28616,42781952,sint,48187521277,639,172.02
28617,98137925,cupiditate,36817538783,324,88.91
28618,16065613,rem,52893420835,431,56.32
28619,40791928,fugiat,16557119402,721,101.76
28620,35673388,architecto,44474808246,891,111.56
28621,88768462,atque,85566960053,917,176.15
28622,80902412,quos,77595886617,350,103.14
28623,53018884,voluptatum,73728618117,410,156.23
28624,16859688,illum,92904807334,973,16.4
28625,48615395,ipsa,99616851284,900,56.44
28626,86248052,quidem,18430926609,976,84.08
28627,78642102,molestias,24552475731,85,135.02
28628,88744143,cupiditate,84903377502,989,170.31
28629,18280994,occaecati,37523773340,427,132.21
28630,71150787,libero,37909466559,313,41.56
28631,26894260,voluptate,21426129098,769,108.38
28632,61293249,quis,22792635701,30,36.12
28633,34114952,perspiciatis,71650931468,447,147.04
28634,35347375,eaque,33519140771,403,30.38
28635,56672013,nesciunt,73070067571,612,47.0
28636,96593229,enim,73049468000,14,169.84
28637,70462568,sapiente,47781861488,281,44.75
28638,96489294,dicta,72263481100,79,172.68
28639,32480014,id,55177762748,612,157.94
28640,43580444,sunt,78715249789,746,126.09
28641,11528188,tempore,32610195973,64,119.95
28642,61089504,quidem,45441380029,374,129.98
28643,18602522,recusandae,68075778163,326,107.66
28644,12075631,quis,88335316657,225,171.8
28645,61934999,quam,40722412621,836,46.37
28646,51270257,at,86714261207,493,84.54
28647,43545600,quas,20190709895,319,133.8
