dni_persona,num_colegiatura,especializacion
99271475,VET-099778,Cardiología
39898250,VET-654966,Medicina General
97344414,VET-030377,Dermatología
62066076,VET-923357,Medicina General
45921693,VET-316871,Cardiología
53948021,VET-545462,Cardiología
37286112,VET-719380,Cardiología
93066862,VET-672416,Cardiología
28491196,VET-754195,Oncología
39253845,VET-695879,Dermatología
64685925,VET-423943,Cirugía
49513404,VET-876890,Cirugía
29978318,VET-150015,Cardiología
77574644,VET-726600,Oncología
34636745,VET-947785,Medicina General
79945090,VET-560903,Cirugía
83179806,VET-762964,Cardiología
87311736,VET-028040,Cardiología
51762632,VET-807535,Medicina General
77951411,VET-256833,Medicina General
25867369,VET-496146,Cardiología
90248025,VET-704903,Cirugía
61649945,VET-170176,Cirugía
67465610,VET-188683,Dermatología
36859007,VET-377291,Oncología
87385771,VET-972323,Oncología
71510228,VET-983176,Cardiología
44671030,VET-192713,Cardiología
71669142,VET-869255,Cirugía
58761083,VET-472475,Medicina General
13553564,VET-058605,Oncología
65410143,VET-091746,Cirugía
92302289,VET-457187,Cardiología
48883119,VET-552765,Cardiología
12741913,VET-436693,Oncología
98290203,VET-470808,Oncología
11279423,VET-133938,Cirugía
81742848,VET-916643,Medicina General
43181265,VET-061298,Dermatología
41296369,VET-567836,Dermatología
32443086,VET-381732,Dermatología
97649294,VET-159534,Cardiología
39718762,VET-197782,Cardiología
35730431,VET-112607,Oncología
51848409,VET-957538,Cirugía
79002172,VET-752728,Medicina General
38486424,VET-876697,Oncología
16495510,VET-847704,Cirugía
74506916,VET-849158,Oncología
12678020,VET-120443,Medicina General
76144154,VET-925546,Cardiología
44162080,VET-409412,Medicina General
77216150,VET-987526,Dermatología
32514238,VET-623000,Cirugía
56606387,VET-822368,Cirugía
46284457,VET-011425,Cirugía
42765602,VET-584808,Cardiología
42843043,VET-674578,Oncología
79882553,VET-073110,Oncología
15605647,VET-464641,Oncología
89831458,VET-320450,Oncología
71997320,VET-795761,Dermatología
19159627,VET-671212,Cirugía
86959244,VET-114184,Medicina General
64127201,VET-260456,Oncología
90457978,VET-478378,Cirugía
67048881,VET-371370,Oncología
34205292,VET-240544,Oncología
83151915,VET-379547,Oncología
30309553,VET-740831,Cirugía
34386163,VET-563220,Dermatología
59459939,VET-275559,Cirugía
69900235,VET-753575,Cirugía
91695819,VET-635043,Medicina General
49084610,VET-088615,Cirugía
57537381,VET-253947,Cardiología
56580065,VET-903912,Medicina General
39291151,VET-743606,Dermatología
36533862,VET-058900,Oncología
14047397,VET-671891,Dermatología
36738311,VET-918870,Cirugía
19521094,VET-456195,Dermatología
81475494,VET-059804,Cirugía
14092020,VET-520523,Cardiología
45125336,VET-526561,Cirugía
45699802,VET-589493,Dermatología
53046803,VET-203005,Medicina General
98306839,VET-234951,Cirugía
56578169,VET-598557,Oncología
82350471,VET-436102,Oncología
65827045,VET-117794,Dermatología
37996199,VET-921435,Oncología
26018443,VET-198548,Oncología
66820873,VET-446683,Cardiología
23608624,VET-439817,Cirugía
14191690,VET-664767,Oncología
60931996,VET-964098,Medicina General
85637339,VET-974269,Cirugía
97139599,VET-966138,Dermatología
87901410,VET-288607,Dermatología
49392087,VET-864031,Oncología
28207320,VET-205005,Cardiología
41346120,VET-236291,Dermatología
41432401,VET-970150,Dermatología
43247786,VET-737631,Medicina General
22467511,VET-737680,Medicina General
95230695,VET-648130,Oncología
86081184,VET-730353,Dermatología
13825407,VET-182266,Cardiología
82566100,VET-073293,Medicina General
75760462,VET-649411,Cardiología
61833399,VET-861669,Medicina General
20802150,VET-969448,Dermatología
30117580,VET-781611,Cardiología
88912498,VET-847959,Medicina General
85048475,VET-409267,Cardiología
81176927,VET-320149,Cirugía
39519312,VET-327236,Medicina General
81908801,VET-883532,Cardiología
87961566,VET-562638,Dermatología
58788101,VET-238121,Cirugía
95104729,VET-711471,Cardiología
60528792,VET-258773,Medicina General
17645858,VET-879735,Cirugía
77876365,VET-687338,Dermatología
46493473,VET-599475,Dermatología
83284839,VET-127923,Medicina General
35938428,VET-966406,Cirugía
31286480,VET-490897,Dermatología
35408096,VET-594436,Medicina General
23451626,VET-922290,Medicina General
17648269,VET-200167,Cardiología
87743257,VET-131530,Medicina General
79151771,VET-531572,Oncología
53334044,VET-897927,Cirugía
96192281,VET-484519,Cardiología
80990121,VET-175451,Dermatología
54416804,VET-782813,Oncología
22015231,VET-618447,Oncología
53838490,VET-529974,Oncología
97722522,VET-204797,Cardiología
22343597,VET-126698,Cardiología
91188014,VET-547444,Cardiología
78802420,VET-900347,Dermatología
92738784,VET-124355,Cardiología
38518980,VET-344353,Oncología
51849553,VET-181102,Cirugía
95890120,VET-005482,Dermatología
54154853,VET-379475,Oncología
49255924,VET-799587,Oncología
98614292,VET-829904,Cardiología
88190971,VET-260379,Medicina General
91733100,VET-504289,Dermatología
69108341,VET-489369,Cirugía
68191426,VET-734534,Cardiología
35461290,VET-615506,Cirugía
95903022,VET-388880,Cardiología
29958996,VET-859807,Cardiología
29796907,VET-242563,Cirugía
59488277,VET-242685,Medicina General
16449310,VET-278823,Cardiología
16515039,VET-114251,Cirugía
46770233,VET-633107,Medicina General
83063282,VET-225283,Cirugía
42530312,VET-607178,Cardiología
86128802,VET-556292,Oncología
61250446,VET-933698,Medicina General
98839851,VET-271066,Medicina General
78516087,VET-278190,Dermatología
95700431,VET-397319,Medicina General
39202047,VET-725365,Oncología
55431589,VET-811400,Oncología
37014433,VET-604877,Cirugía
24501882,VET-524789,Cirugía
68980526,VET-347108,Dermatología
78057628,VET-906658,Medicina General
19881439,VET-711378,Oncología
87202656,VET-179622,Dermatología
15431644,VET-338828,Oncología
37249769,VET-723461,Oncología
95377890,VET-825850,Oncología
79416453,VET-083869,Oncología
33620530,VET-860136,Medicina General
48554316,VET-949426,Medicina General
12511607,VET-654042,Cardiología
14009109,VET-011485,Dermatología
65403385,VET-934487,Medicina General
26433833,VET-991629,Dermatología
47436503,VET-344421,Dermatología
12350632,VET-731586,Dermatología
88185503,VET-523252,Oncología
51831758,VET-735906,Cardiología
18542672,VET-057190,Oncología
23884253,VET-348121,Dermatología
23251081,VET-286069,Cardiología
40365182,VET-601291,Medicina General
49231776,VET-975844,Cardiología
36608711,VET-371697,Cardiología
96551608,VET-767887,Cirugía
88902331,VET-333558,Cardiología
29443825,VET-355098,Cirugía
86356938,VET-513634,Cardiología
74487612,VET-680503,Dermatología
60066734,VET-252445,Cardiología
32636914,VET-588754,Oncología
97464891,VET-091044,Medicina General
18981190,VET-755710,Medicina General
82308217,VET-367838,Medicina General
64531221,VET-113690,Cardiología
97180124,VET-542138,Medicina General
84529184,VET-924776,Cirugía
36435789,VET-203333,Cirugía
44502551,VET-852932,Dermatología
43899702,VET-260789,Cirugía
50153737,VET-415283,Cardiología
92341354,VET-827045,Cirugía
48208479,VET-014823,Cardiología
25818882,VET-401500,Oncología
91330857,VET-280058,Oncología
60009991,VET-983279,Medicina General
94477748,VET-233831,Cardiología
12248839,VET-349347,Cirugía
99478950,VET-830729,Oncología
73299851,VET-213532,Oncología
70686975,VET-912714,Oncología
21824390,VET-580030,Oncología
42560264,VET-272201,Oncología
91738881,VET-435035,Medicina General
99070521,VET-421643,Cirugía
99776538,VET-558594,Dermatología
26994245,VET-578064,Dermatología
34005403,VET-581832,Oncología
85709561,VET-180466,Medicina General
89904967,VET-061056,Oncología
27274848,VET-767839,Dermatología
81377664,VET-565458,Dermatología
25193664,VET-926314,Cardiología
28282692,VET-175277,Cardiología
88157969,VET-896079,Medicina General
16320602,VET-030389,Cardiología
55357607,VET-403082,Cardiología
57967744,VET-259717,Oncología
72248191,VET-581597,Oncología
80193963,VET-036368,Cardiología
76026080,VET-566848,Dermatología
74622612,VET-084149,Cirugía
23093838,VET-274745,Oncología
52841902,VET-764262,Dermatología
43333906,VET-860452,Cirugía
35038416,VET-694040,Medicina General
63055348,VET-407675,Cardiología
60290729,VET-905446,Cardiología
13639044,VET-980730,Oncología
77587183,VET-245061,Cardiología
97756837,VET-179155,Cirugía
84712335,VET-488917,Dermatología
15882154,VET-359314,Oncología
12338904,VET-380847,Dermatología
14919369,VET-146939,Medicina General
20056502,VET-551569,Dermatología
62710955,VET-272294,Oncología
80682281,VET-991160,Cirugía
41273144,VET-037164,Medicina General
67686572,VET-965357,Cirugía
82459549,VET-241002,Dermatología
75731928,VET-475502,Cardiología
87268435,VET-940212,Cardiología
74281382,VET-840991,Dermatología
53448686,VET-419652,Dermatología
96044588,VET-949874,Cardiología
11018700,VET-503709,Oncología
44745557,VET-615392,Cardiología
73295658,VET-543447,Oncología
36125727,VET-823137,Dermatología
94676966,VET-580760,Cirugía
26831446,VET-992458,Dermatología
74250914,VET-102580,Dermatología
69636158,VET-373033,Medicina General
63408135,VET-010459,Medicina General
91828429,VET-237296,Medicina General
11527407,VET-178250,Medicina General
36551804,VET-458861,Cardiología
53641544,VET-506393,Dermatología
14872474,VET-339128,Dermatología
80300764,VET-184576,Cirugía
99345067,VET-682714,Cardiología
10321721,VET-918855,Dermatología
69325818,VET-428476,Oncología
94358097,VET-392265,Oncología
36382589,VET-626725,Dermatología
93436542,VET-238312,Dermatología
45537568,VET-475295,Dermatología
52131892,VET-320118,Cirugía
85308078,VET-342105,Cirugía
64075664,VET-738953,Oncología
22570789,VET-442283,Oncología
27710383,VET-131038,Cirugía
26382744,VET-503419,Cardiología
53472135,VET-101441,Dermatología
16551718,VET-007706,Dermatología
92784463,VET-621902,Oncología
62453922,VET-314902,Medicina General
22117517,VET-075876,Cirugía
61253830,VET-493859,Cirugía
59542795,VET-746883,Cirugía
30576615,VET-163109,Dermatología
22818964,VET-645647,Medicina General
83553104,VET-377471,Oncología
58955510,VET-896820,Cirugía
44533025,VET-670282,Medicina General
70722588,VET-587041,Dermatología
27622588,VET-392118,Cardiología
61166972,VET-628199,Medicina General
27097180,VET-903087,Oncología
30008199,VET-620773,Medicina General
30322892,VET-775522,Cirugía
61419812,VET-844085,Cirugía
25690995,VET-558658,Cardiología
47590313,VET-957610,Cardiología
53119359,VET-623202,Medicina General
10495476,VET-750906,Medicina General
74849376,VET-815107,Medicina General
30638218,VET-758052,Oncología
85616050,VET-904279,Dermatología
78981217,VET-458072,Medicina General
82717707,VET-526406,Oncología
27000046,VET-020028,Cirugía
43647915,VET-527782,Dermatología
48844666,VET-115006,Dermatología
15385589,VET-200091,Cardiología
78885673,VET-446354,Cardiología
10138003,VET-562518,Medicina General
90461130,VET-831104,Cardiología
66987505,VET-713686,Medicina General
54703683,VET-952826,Dermatología
42823765,VET-195489,Cirugía
23738128,VET-079424,Medicina General
21470434,VET-561327,Oncología
89672435,VET-169931,Dermatología
25147612,VET-672142,Cirugía
78014336,VET-076712,Medicina General
28333326,VET-368890,Cardiología
43253703,VET-913495,Cirugía
75820405,VET-701665,Cardiología
23538245,VET-295535,Dermatología
81404565,VET-879251,Dermatología
84103843,VET-905948,Cirugía
22257750,VET-783243,Oncología
99692583,VET-857792,Cardiología
84004926,VET-876511,Cirugía
26994851,VET-170787,Medicina General
17544606,VET-497598,Dermatología
94155313,VET-774094,Medicina General
32367620,VET-615711,Dermatología
77028320,VET-767067,Cirugía
71144532,VET-748059,Cirugía
45019307,VET-334394,Cardiología
65885927,VET-545818,Cardiología
64800352,VET-285296,Oncología
41167615,VET-612603,Cirugía
22994519,VET-795339,Cardiología
65652631,VET-675057,Cardiología
83095991,VET-833023,Cardiología
61320172,VET-512060,Medicina General
34198962,VET-704995,Cardiología
73737904,VET-264721,Cirugía
29051561,VET-750965,Medicina General
38439390,VET-466575,Cardiología
69121068,VET-515551,Dermatología
52848692,VET-666336,Oncología
13130302,VET-377311,Oncología
92353666,VET-291337,Oncología
30341556,VET-722632,Dermatología
63020995,VET-419674,Cardiología
61085327,VET-704011,Cirugía
42604994,VET-561906,Cardiología
30931223,VET-321373,Cardiología
31313333,VET-036125,Oncología
69349209,VET-791175,Medicina General
21962379,VET-721974,Cardiología
13988601,VET-030143,Oncología
68318996,VET-670711,Dermatología
32869679,VET-836536,Cardiología
39371051,VET-508387,Cardiología
41681623,VET-281256,Cirugía
13885629,VET-306079,Cirugía
40678052,VET-582040,Dermatología
83327403,VET-028996,Cardiología
16711900,VET-571500,Dermatología
21764371,VET-848911,Oncología
94930793,VET-520405,Dermatología
50525301,VET-776918,Oncología
16377870,VET-932312,Oncología
36006391,VET-777457,Dermatología
32979229,VET-180630,Cirugía
72975215,VET-446223,Dermatología
29382490,VET-475431,Dermatología
82813882,VET-323682,Oncología
57979903,VET-627852,Cirugía
69101380,VET-379297,Cardiología
38608603,VET-173407,Cirugía
83486900,VET-469973,Cardiología
24591472,VET-914854,Dermatología
13802334,VET-198447,Cirugía
95661633,VET-956675,Medicina General
28853298,VET-806889,Medicina General
89790926,VET-960777,Medicina General
89956765,VET-982334,Cardiología
53506440,VET-108334,Cardiología
23638525,VET-936571,Dermatología
57313681,VET-168191,Cardiología
56674659,VET-664244,Cirugía
96007398,VET-034914,Dermatología
55690367,VET-342684,Cirugía
18967055,VET-213590,Dermatología
46808772,VET-868995,Cirugía
63911931,VET-371653,Medicina General
44825362,VET-062446,Oncología
59859775,VET-935834,Oncología
35228826,VET-097514,Cardiología
62843268,VET-293655,Cardiología
35592729,VET-418323,Cardiología
11456900,VET-449493,Medicina General
31399876,VET-973036,Cardiología
73813345,VET-112831,Cardiología
90844223,VET-299610,Dermatología
63487868,VET-339306,Cardiología
65140763,VET-185525,Cardiología
50360370,VET-439456,Dermatología
57315360,VET-065863,Cardiología
40338141,VET-982366,Oncología
37851561,VET-153319,Dermatología
60628925,VET-274807,Dermatología
20062934,VET-109119,Cirugía
50250063,VET-176367,Cirugía
24186456,VET-362856,Cirugía
86249846,VET-585847,Oncología
49571703,VET-948833,Oncología
50490369,VET-892602,Cirugía
31007949,VET-326716,Cirugía
88222134,VET-104238,Dermatología
70753320,VET-799998,Oncología
32075531,VET-091267,Dermatología
52850312,VET-343003,Cirugía
68122332,VET-157144,Cardiología
94790119,VET-860650,Oncología
43913260,VET-568762,Medicina General
14327595,VET-291675,Cirugía
76671093,VET-968337,Oncología
22571274,VET-727776,Dermatología
99384106,VET-511714,Dermatología
43808733,VET-157174,Cardiología
41560211,VET-949349,Medicina General
42463409,VET-209385,Medicina General
83952456,VET-625306,Dermatología
68190168,VET-670958,Dermatología
36032255,VET-061148,Cardiología
74140835,VET-550492,Dermatología
39805159,VET-053021,Dermatología
50827205,VET-889738,Oncología
53396389,VET-794880,Cirugía
63050849,VET-686175,Medicina General
27406407,VET-247733,Medicina General
78611576,VET-748726,Oncología
20186626,VET-715894,Medicina General
39677986,VET-650152,Cirugía
68851196,VET-257315,Dermatología
24324287,VET-456017,Medicina General
79254901,VET-255908,Oncología
47967332,VET-566622,Oncología
28450486,VET-023689,Oncología
67544926,VET-011722,Dermatología
16208695,VET-431344,Cardiología
15084249,VET-133561,Dermatología
16309214,VET-047208,Cardiología
42427447,VET-812958,Oncología
31615531,VET-125252,Medicina General
79554844,VET-895787,Oncología
50060923,VET-104880,Dermatología
61526655,VET-877013,Dermatología
31805576,VET-874204,Dermatología
61210959,VET-675374,Cardiología
52913415,VET-599766,Medicina General
24005436,VET-506465,Cardiología
69747445,VET-332696,Dermatología
50195791,VET-085524,Dermatología
30086324,VET-682063,Medicina General
42907437,VET-342788,Cardiología
36650164,VET-867688,Medicina General
48705098,VET-439893,Cirugía
24472025,VET-992382,Cirugía
38277286,VET-840841,Cirugía
25012368,VET-088679,Medicina General
70067040,VET-936207,Cirugía
69666457,VET-247978,Cardiología
40407182,VET-229751,Cardiología
52480801,VET-239685,Medicina General
59811873,VET-220317,Medicina General
17076339,VET-615776,Medicina General
82174802,VET-698940,Oncología
20782805,VET-258059,Oncología
35985053,VET-930198,Medicina General
23656232,VET-423582,Cardiología
77294119,VET-741860,Cirugía
84069728,VET-581250,Cardiología
71474620,VET-546907,Dermatología
47602187,VET-371415,Cardiología
89536491,VET-664816,Medicina General
21238125,VET-972737,Medicina General
76517479,VET-163229,Cardiología
31648156,VET-604835,Dermatología
95426342,VET-297585,Medicina General
17828155,VET-923779,Cardiología
60696276,VET-601503,Cardiología
57152837,VET-305255,Cirugía
67596241,VET-861114,Medicina General
50530346,VET-583864,Dermatología
81955403,VET-829502,Medicina General
20132485,VET-310711,Oncología
67120649,VET-738957,Oncología
99850016,VET-034522,Medicina General
50077261,VET-834212,Oncología
90809876,VET-913464,Medicina General
45339118,VET-237452,Cardiología
99702095,VET-151551,Cardiología
98170682,VET-899636,Medicina General
97429373,VET-784757,Cardiología
73627088,VET-132086,Oncología
53822936,VET-358499,Oncología
72954200,VET-447864,Oncología
10629730,VET-151558,Cardiología
61537655,VET-917480,Dermatología
39410270,VET-513222,Cirugía
16364201,VET-147088,Oncología
47758999,VET-569041,Dermatología
87039758,VET-215612,Medicina General
41393012,VET-031580,Medicina General
90467451,VET-318308,Cardiología
96947210,VET-603514,Dermatología
81542487,VET-427965,Medicina General
20544991,VET-014942,Medicina General
97595905,VET-819389,Medicina General
27203914,VET-563118,Cardiología
24071070,VET-846080,Oncología
11414050,VET-584116,Cardiología
31924320,VET-760439,Medicina General
51580098,VET-178751,Cirugía
84421251,VET-371850,Cardiología
91780370,VET-927638,Oncología
22244221,VET-568500,Cirugía
46760212,VET-565459,Cirugía
80747851,VET-610045,Dermatología
42271134,VET-019077,Dermatología
25413198,VET-725533,Cardiología
77673312,VET-653976,Oncología
38592452,VET-564409,Dermatología
26271881,VET-533289,Dermatología
93941348,VET-850307,Medicina General
24731264,VET-720898,Medicina General
21128369,VET-531876,Dermatología
41533596,VET-016621,Medicina General
99632308,VET-624147,Oncología
42756029,VET-127318,Cirugía
26380965,VET-304621,Cardiología
47329726,VET-947334,Cardiología
85673377,VET-218829,Cardiología
63208901,VET-970471,Cirugía
99564364,VET-001282,Cirugía
40632216,VET-666204,Oncología
82451941,VET-859437,Cirugía
70527434,VET-217117,Oncología
19316564,VET-249321,Medicina General
76116392,VET-693918,Medicina General
60995226,VET-897044,Dermatología
60936242,VET-324129,Dermatología
58296071,VET-084622,Cirugía
69167480,VET-573512,Medicina General
52027358,VET-586035,Medicina General
19522463,VET-106956,Cardiología
80369003,VET-067333,Dermatología
53547176,VET-869228,Oncología
76084722,VET-598003,Dermatología
74477852,VET-265775,Cardiología
19932047,VET-319673,Medicina General
73357578,VET-377358,Cirugía
69259381,VET-423697,Cardiología
96439085,VET-030933,Oncología
95511766,VET-534116,Dermatología
35523639,VET-896081,Medicina General
18841939,VET-312414,Oncología
62128401,VET-252036,Cirugía
78583115,VET-372868,Cirugía
71135059,VET-479302,Dermatología
89499361,VET-444079,Cardiología
62663509,VET-764019,Dermatología
49809761,VET-695432,Dermatología
98425763,VET-393173,Cirugía
36072341,VET-391589,Oncología
11935335,VET-045217,Cirugía
59835611,VET-799877,Medicina General
54059608,VET-531090,Dermatología
73983022,VET-333823,Dermatología
46303867,VET-143790,Dermatología
59378111,VET-188293,Dermatología
32433982,VET-467874,Cardiología
65172042,VET-172816,Cirugía
64554515,VET-400127,Oncología
85112443,VET-204200,Cardiología
71441687,VET-754282,Dermatología
87049132,VET-094618,Dermatología
57731025,VET-535996,Oncología
28594931,VET-537301,Cardiología
18425163,VET-642263,Dermatología
86001297,VET-817422,Cardiología
86020373,VET-730322,Cardiología
93238467,VET-922615,Cirugía
87655563,VET-024199,Cardiología
24576565,VET-389125,Dermatología
20067389,VET-253307,Oncología
12706391,VET-732621,Dermatología
71492631,VET-331347,Oncología
76859218,VET-919854,Medicina General
45530926,VET-606378,Cirugía
86271786,VET-988416,Dermatología
74913106,VET-129016,Cirugía
60443498,VET-708308,Oncología
13060330,VET-388344,Medicina General
81380641,VET-125588,Dermatología
43155103,VET-688630,Cardiología
36256081,VET-057695,Oncología
19006067,VET-852681,Medicina General
66115832,VET-930360,Dermatología
83404570,VET-524730,Dermatología
75661019,VET-407883,Dermatología
37991303,VET-818073,Cirugía
59120146,VET-846309,Oncología
32156872,VET-653168,Cardiología
67433390,VET-038447,Cardiología
31523101,VET-365706,Oncología
71642265,VET-685702,Dermatología
91058477,VET-838593,Cardiología
29347916,VET-360707,Medicina General
67443655,VET-481317,Cirugía
80921505,VET-477045,Medicina General
99722617,VET-786469,Cardiología
65795688,VET-773845,Dermatología
65360778,VET-601147,Cirugía
30608611,VET-981594,Oncología
12473378,VET-743985,Cirugía
92780463,VET-399867,Medicina General
71535018,VET-506452,Dermatología
51183883,VET-905261,Medicina General
32320192,VET-130674,Dermatología
70952253,VET-775142,Cardiología
28465729,VET-439704,Oncología
27325425,VET-718769,Cirugía
98021461,VET-640910,Oncología
98822256,VET-857513,Dermatología
30582858,VET-505121,Cirugía
11234898,VET-076369,Cardiología
80569716,VET-424650,Dermatología
18744330,VET-479672,Cardiología
87718660,VET-473022,Cirugía
24014534,VET-934802,Oncología
87373464,VET-252264,Dermatología
13276366,VET-903666,Dermatología
17524247,VET-668462,Oncología
28042263,VET-267494,Cardiología
10115881,VET-152215,Medicina General
20535548,VET-878286,Cirugía
54959373,VET-668661,Oncología
28214933,VET-498980,Dermatología
98483516,VET-234151,Medicina General
22853817,VET-162767,Dermatología
12617275,VET-539313,Medicina General
26674971,VET-855122,Cardiología
59858624,VET-525973,Dermatología
47956119,VET-775703,Cirugía
65040916,VET-237905,Cardiología
14303745,VET-614846,Medicina General
36291070,VET-114384,Cardiología
21770188,VET-035774,Oncología
48658678,VET-080472,Medicina General
27266471,VET-880904,Dermatología
73135426,VET-889986,Dermatología
51414356,VET-018127,Oncología
11454288,VET-691163,Dermatología
97287534,VET-951103,Medicina General
74972100,VET-118613,Dermatología
86369433,VET-348530,Medicina General
17869898,VET-155501,Cardiología
34181729,VET-516485,Cirugía
23125387,VET-797889,Oncología
57195633,VET-138543,Cirugía
60211345,VET-462036,Cardiología
42483211,VET-835448,Dermatología
41769686,VET-035908,Dermatología
41033511,VET-992121,Oncología
42776080,VET-614836,Cirugía
98752895,VET-190104,Medicina General
64057609,VET-854027,Cirugía
76433118,VET-635676,Cardiología
13342539,VET-861423,Dermatología
89120556,VET-677846,Cardiología
54941495,VET-236158,Dermatología
57652760,VET-003985,Cardiología
85051859,VET-497115,Cirugía
81528589,VET-220752,Cardiología
94531240,VET-222630,Oncología
51914297,VET-683313,Dermatología
63283903,VET-225003,Medicina General
97407447,VET-735105,Cirugía
46166442,VET-680108,Oncología
25329407,VET-685429,Dermatología
14742841,VET-572688,Dermatología
75836416,VET-776088,Medicina General
92431419,VET-521677,Dermatología
89698022,VET-721342,Cirugía
64114597,VET-280610,Cirugía
27875365,VET-598189,Cirugía
27870648,VET-899996,Cirugía
90561702,VET-002959,Medicina General
85071216,VET-915060,Medicina General
76783071,VET-502779,Medicina General
47983605,VET-905112,Medicina General
57248897,VET-078410,Oncología
70993679,VET-101893,Cirugía
55912763,VET-141722,Cirugía
31719530,VET-835122,Cardiología
52992565,VET-667847,Medicina General
96632147,VET-321361,Dermatología
64539777,VET-920760,Medicina General
61800302,VET-426084,Oncología
70035022,VET-486762,Cirugía
14396017,VET-442613,Cardiología
95177678,VET-577005,Oncología
79297936,VET-847222,Oncología
72494193,VET-070982,Dermatología
31349830,VET-684838,Dermatología
13041779,VET-179961,Medicina General
90394640,VET-645567,Oncología
19394088,VET-178273,Cirugía
16814529,VET-528891,Cirugía
18573157,VET-793853,Medicina General
76030523,VET-490796,Cardiología
44620425,VET-544371,Dermatología
42275041,VET-753833,Dermatología
38347950,VET-724198,Cardiología
17017240,VET-547202,Cardiología
40971261,VET-019955,Medicina General
34948367,VET-379000,Dermatología
93447128,VET-609239,Dermatología
29732594,VET-918808,Oncología
70089056,VET-893336,Medicina General
63021915,VET-884948,Dermatología
25126641,VET-611933,Medicina General
62325322,VET-653450,Oncología
82321217,VET-300971,Medicina General
65259056,VET-438367,Oncología
43667357,VET-383117,Dermatología
51084316,VET-031914,Cirugía
33694246,VET-577357,Medicina General
63617952,VET-804908,Dermatología
95230429,VET-398184,Dermatología
57080916,VET-166804,Cardiología
55379893,VET-561598,Medicina General
42861944,VET-240113,Cirugía
61866727,VET-067452,Cardiología
13332243,VET-214937,Cirugía
20423745,VET-158114,Cardiología
58983657,VET-102582,Dermatología
49780866,VET-903862,Dermatología
28662362,VET-266371,Cardiología
71714714,VET-388954,Cirugía
29662463,VET-655091,Cardiología
36297708,VET-327472,Cardiología
52399730,VET-171223,Cardiología
39395545,VET-066273,Cirugía
90158036,VET-331682,Oncología
67982461,VET-864899,Cirugía
77798272,VET-446248,Medicina General
53199849,VET-104036,Oncología
79993223,VET-807843,Cirugía
17423957,VET-337603,Oncología
46624247,VET-599091,Cirugía
67689608,VET-129339,Oncología
29686364,VET-535911,Cirugía
28714897,VET-842882,Oncología
55473100,VET-465628,Dermatología
48704527,VET-357019,Cirugía
20405015,VET-841495,Oncología
94947514,VET-610515,Dermatología
36481117,VET-399889,Oncología
33529309,VET-103809,Cirugía
65189213,VET-299587,Cirugía
71169258,VET-896473,Oncología
74021586,VET-393201,Medicina General
70081280,VET-886471,Dermatología
10889763,VET-392634,Dermatología
63097026,VET-772704,Oncología
53936322,VET-802397,Oncología
41615356,VET-613120,Dermatología
52055002,VET-045142,Oncología
60457233,VET-330367,Cardiología
75806715,VET-000119,Dermatología
17801078,VET-634370,Oncología
57994438,VET-945664,Oncología
28624262,VET-154086,Oncología
89904072,VET-032905,Medicina General
38926572,VET-119800,Cirugía
67815955,VET-971997,Cirugía
79484236,VET-401600,Dermatología
77835888,VET-921341,Cirugía
80694611,VET-849822,Cirugía
16150233,VET-440903,Cardiología
94954626,VET-350386,Medicina General
72863082,VET-106089,Cardiología
33869547,VET-014462,Dermatología
47438779,VET-862893,Dermatología
46867711,VET-012678,Medicina General
56548680,VET-275980,Cardiología
29572683,VET-295275,Medicina General
68243621,VET-173832,Cardiología
35361259,VET-761898,Cirugía
17150359,VET-036525,Cardiología
65821243,VET-344314,Cardiología
37066603,VET-061527,Dermatología
61031213,VET-502866,Dermatología
28895631,VET-234844,Oncología
60718557,VET-853117,Oncología
70221141,VET-070522,Oncología
39136092,VET-742238,Medicina General
98200732,VET-371814,Oncología
81269524,VET-879080,Cardiología
91335995,VET-806334,Oncología
86758525,VET-314883,Cardiología
28573607,VET-856387,Cirugía
11904260,VET-921370,Cardiología
74854619,VET-229679,Medicina General
30375220,VET-928138,Oncología
29071344,VET-033867,Dermatología
59971340,VET-589809,Dermatología
12007093,VET-399232,Medicina General
16729789,VET-537518,Dermatología
74234750,VET-034143,Medicina General
43991244,VET-856635,Cardiología
80408103,VET-196716,Cirugía
94409018,VET-081901,Dermatología
63793127,VET-323432,Cirugía
70785678,VET-544996,Cirugía
85141409,VET-338412,Medicina General
39010133,VET-523852,Oncología
82527240,VET-237898,Cardiología
37225882,VET-194269,Cardiología
24612050,VET-226059,Medicina General
75255328,VET-450495,Cirugía
13714735,VET-567210,Cirugía
76856959,VET-454514,Cirugía
84635822,VET-659585,Dermatología
56872163,VET-175398,Dermatología
34147459,VET-628964,Cirugía
28236795,VET-311952,Medicina General
68077122,VET-895950,Cirugía
87228566,VET-890571,Dermatología
56665902,VET-363272,Cirugía
34257582,VET-720069,Cirugía
14664534,VET-217370,Cardiología
83792809,VET-998269,Cirugía
38487361,VET-524068,Cardiología
35952558,VET-727752,Medicina General
83007934,VET-000362,Oncología
86169662,VET-495429,Medicina General
25512328,VET-617883,Cardiología
75313099,VET-518930,Dermatología
80362543,VET-171432,Cirugía
15876300,VET-311180,Oncología
85100644,VET-097526,Cardiología
62860536,VET-276368,Cardiología
24496472,VET-024702,Oncología
45033830,VET-496071,Cirugía
70404453,VET-312662,Cirugía
71554987,VET-707041,Oncología
93178478,VET-494246,Cirugía
55227404,VET-236365,Oncología
